Sample_ID,gridage,gridcrust,gridsubcrust,gridlith,gridsublith,gridsed,gridsubsed,gridserp,gridsubserp,Plot_unit,Rock_Types,Age_Min,Age_Max,vol
0,66.85575246510125,8.03287639428163e-06,8.80956545108845e-05,4.951109531248221e-06,4.951109531248221e-06,1.7614264725234844e-05,5.028712941287605e-05,2.137409383431077e-06,8.219903609760206e-05,Lord Howe,basaltic,Pliocene,Miocene,1
-1,66.85531512178001,8.03287639428163e-06,8.979728985381363e-05,4.951109531248221e-06,4.951109531248221e-06,1.7610678620481955e-05,5.0793250172339834e-05,2.137409383431077e-06,8.288251140784665e-05,Lord Howe,basaltic,Pliocene,Miocene,1
0,25.70363426208496,6.2495098122617066e-06,4.5312542791277503e-05,4.679542766627993e-06,4.679542766627993e-06,3.5567671147873625e-05,0.00010694816551667162,1.1747424966757141e-06,1.0144136672449454e-05,Horomaka,basaltic,Pliocene,Miocene,1
-1,51.90032553529524,7.613636503021181e-06,1.9694663073078152e-05,5.284261280533657e-06,5.284261280533657e-06,1.6142133847824147e-05,9.79812479996149e-06,3.0168559287825298e-06,2.872619067536769e-05,Tasmantid,"basaltic & rudaceous (cgl, br)",Pliocene,Miocene,1
-1,23.04556655883789,6.361282430589197e-06,4.132328483470706e-05,5.0504404498497016e-06,5.0504404498497016e-06,3.212010415154509e-05,9.133271895927329e-05,2.4442277615889903e-06,9.259701619989386e-06,Horomaka,basaltic,Miocene,Miocene,1
-1,23.04556655883789,6.361282430589199e-06,5.427200774280359e-05,5.0504404498497016e-06,5.0504404498497016e-06,3.212010415154509e-05,0.000118755836362129,2.4442277615889908e-06,1.1445221106780793e-05,Horomaka,peralkaline,Miocene,Miocene,1
-1,22.644245333227488,5.8779010139238235e-06,4.178775103193261e-05,4.367699747266145e-06,4.367699747266145e-06,3.212010415154509e-05,9.288394835030856e-05,3.363152339852919e-08,7.531697675305251e-06,Whakaari,basaltic,Miocene,Miocene,1
-1,29.956846141375532,6.9593661464750775e-06,5.488669374819008e-05,8.146315849444362e-06,8.146315849444362e-06,2.771439176285639e-05,5.1609487627701476e-05,5.24435737170279e-06,2.6925798846683536e-05,Horomaka,trachytic & andesitic & basaltic,Miocene,Miocene,1
-1,40.27983078112029,7.607142834291522e-06,9.673723332399511e-05,1.88096419294613e-05,1.88096419294613e-05,2.8619793234212563e-05,5.178823882722475e-05,4.076050058059711e-06,0.001477167895479207,Tasmantid,"basaltic & rudaceous (cgl, br)",Pliocene,Miocene,1
0,30.18979263305664,7.134045180024048e-06,5.6425943403087905e-05,8.461601985211356e-06,8.461601985211356e-06,2.7714391762856397e-05,5.084808541593962e-05,5.27025229659058e-06,2.4161238385711e-05,Horomaka,basaltic,Miocene,Miocene,1
0,39.400969240711824,7.576902037030067e-06,3.8066573587662696e-05,5.47893027795168e-06,5.47893027795168e-06,2.887597307184588e-05,2.1500663753807706e-05,3.2612069396113127e-06,3.57304355996106e-05,Tasmantid,"basaltic & rudaceous (cgl, br)",Pliocene,Miocene,1
-1,32.4574086723736,7.108419525449141e-06,5.5534599441516235e-05,8.265882200072478e-06,8.265882200072478e-06,2.437729744997341e-05,4.800842599288576e-05,5.235918214375947e-06,2.6649799714356648e-05,Horomaka,basaltic,Miocene,Miocene,1
0,27.76505851745605,7.01645831213682e-06,4.5571263475903036e-05,8.294897270388901e-06,8.294897270388901e-06,2.7955906633933807e-05,3.4708354890270044e-05,5.246783653274179e-06,2.291868293205272e-05,Horomaka,basaltic,Miocene,Miocene,1
-1,53.471013357827864,7.454226108599339e-06,0.00010239117223299692,4.7291051378624935e-06,4.7291051378624935e-06,1.6197429431485943e-05,5.53844113597828e-05,1.2222099118174933e-07,9.857239990440028e-05,Tasmantid,"basaltic & rudaceous (cgl, br)",Miocene,Miocene,1
-1,28.68338394165039,6.955413495891048e-06,4.1933218823556856e-05,8.282516387545898e-06,8.282516387545898e-06,2.7462539527301534e-05,2.1138897767093407e-05,5.256385357485103e-06,2.4010913083283342e-05,Horomaka,basaltic,Miocene,Miocene,1
0,28.68338394165039,7.084047843310309e-06,4.2186345732188394e-05,8.509075485570186e-06,8.509075485570186e-06,2.613876060127598e-05,2.139053266463271e-05,5.275386637489257e-06,2.4016450077464293e-05,Horomaka,basaltic,Miocene,Miocene,1
0,26.888366302908754,6.899027749877478e-06,4.1254067528871304e-05,8.183206179855997e-06,8.183206179855997e-06,2.8042806491751647e-05,2.2569585476518985e-05,5.2480563118628236e-06,2.5243679376740854e-05,Horomaka,basaltic,Miocene,Miocene,1
-1,28.118681234693327,6.944840155264569e-06,4.177526331341088e-05,8.263893939004755e-06,8.263893939004755e-06,2.7571350010503224e-05,2.2415636400150265e-05,5.254823511758407e-06,2.4898911600153963e-05,Horomaka,basaltic,Miocene,Miocene,1
