Sample_ID,gridage,gridcrust,gridsubcrust,gridlith,gridsublith,gridsed,gridsubsed,gridserp,gridsubserp,Plot_unit,Rock_Types,Age_Min,Age_Max,vol
-1,37.115766032065984,7.534098228169151e-06,1.800161977695778e-05,1.1583718239241456e-05,1.1583718239241456e-05,2.6264514650090886e-05,1.1998227364529155e-05,3.250748920438566e-06,4.1002404385600545e-06,Tasmantid,"basaltic & rudaceous (cgl, br)",Pliocene,Miocene,1
0,37.115766032065984,7.534098228169151e-06,1.800161977695778e-05,1.1583718239241456e-05,1.1583718239241456e-05,2.6264514650090886e-05,1.1998227364529155e-05,3.250748920438566e-06,4.1002404385600545e-06,Tasmantid,"basaltic & rudaceous (cgl, br)",Pliocene,Miocene,1
0,45.83150214696745,7.444125965415759e-06,0.00011003837456668436,7.027607011535582e-06,7.027607011535582e-06,1.641113775668838e-05,5.945153836415837e-05,4.184227513455954e-06,2.7806121039451422e-05,Tasmantid,"basaltic & rudaceous (cgl, br)",Pliocene,Miocene,1
0,26.792470366575678,6.9821947907168675e-06,3.633925065740214e-05,8.439957586422163e-06,8.439957586422163e-06,2.495658554835245e-05,1.2325498879853426e-05,5.257573163225863e-06,2.272010532989579e-05,Horomaka,basaltic,Miocene,Miocene,1
0,25.26901054382324,6.943641399006452e-06,3.713694025190659e-05,8.372657263251963e-06,8.372657263251963e-06,2.495658554835245e-05,1.3650535919610005e-05,5.24789538525687e-06,2.259425494495018e-05,Horomaka,trachytic & andesitic & basaltic,Miocene,Miocene,1
0,22.00010681152344,6.737014246027682e-06,2.281588002084016e-05,8.011960744624957e-06,8.011960744624957e-06,3.0808426913478785e-05,7.18164318723737e-06,5.1960272714495655e-06,1.4462066088399149e-05,Horomaka,basaltic,Miocene,Miocene,1
-1,25.269010543823253,6.850130437337204e-06,3.6485867693836494e-05,8.209420835506056e-06,8.209420835506056e-06,2.495658554835245e-05,1.2980377966079285e-05,5.224422007570689e-06,2.228900578266882e-05,Horomaka,trachytic & andesitic & basaltic,Miocene,Miocene,1
0,47.93969156645907,7.433660691402996e-06,0.00011000987392230695,6.637938406146478e-06,6.637938406146478e-06,1.6442622555768448e-05,5.836214156932874e-05,1.9532314840761047e-06,3.2806500402973015e-07,Tasmantid,"basaltic & rudaceous (cgl, br)",Pliocene,Miocene,1
0,27.931253872923246,6.991818741237163e-06,3.5599661692229176e-05,8.45675753453192e-06,8.45675753453192e-06,2.495658554835245e-05,1.1389182538190108e-05,5.259988993641498e-06,2.257236723908869e-05,Horomaka,basaltic,Miocene,Miocene,1
-1,26.943908968634478,6.916213041575017e-06,3.58400278889498e-05,8.324777239283417e-06,8.324777239283417e-06,2.495658554835245e-05,1.1616376208891734e-05,5.2410102438594685e-06,2.2504720167644466e-05,Horomaka,basaltic,Miocene,Miocene,1
-1,26.895997808463978,7.013567585278063e-06,3.650157831212389e-05,8.494723175623245e-06,8.494723175623245e-06,2.495658554835245e-05,1.2532807672575215e-05,5.265448448033762e-06,2.282251598943005e-05,Horomaka,basaltic,Miocene,Miocene,1
-1,37.548699953109995,7.450903852615445e-06,4.129038619458672e-05,4.7881920358513615e-06,4.7881920358513615e-06,2.8080066840630025e-05,2.4308909795713354e-05,9.186856837713879e-07,4.355130475793129e-06,Tasmantid,"basaltic & rudaceous (cgl, br)",Miocene,Miocene,1
-1,15.015692839748029,5.808870190475579e-06,2.6190487488586592e-05,7.752705804912125e-06,7.752705804912125e-06,2.3109381445537576e-05,1.8674639178988828e-05,3.6839820272936485e-06,6.8875990844313155e-06,Back arc basin,basaltic,Miocene,Cretaceous,1
-1,19.89508247375488,6.758924948134195e-06,2.1717504624865866e-05,8.023776923791732e-06,8.023776923791732e-06,3.038933573407121e-05,5.65274604014121e-06,5.222237412069399e-06,1.0886728691903466e-05,Horomaka,basaltic,Miocene,Miocene,1
0,15.757127392450675,5.8458756896827945e-06,1.755636979688683e-05,4.945607629509022e-06,4.945607629509022e-06,1.822149170038756e-05,6.655137927182127e-06,2.018317333088229e-06,3.632788786671231e-06,Back arc basin,basaltic,Pliocene,Cretaceous,1
0,20.835107803344727,6.757913070032372e-06,2.7463748656006632e-05,8.04651699581882e-06,8.04651699581882e-06,2.8570422728080302e-05,6.807711973786995e-06,5.188595270738007e-06,8.5183141330365e-06,Horomaka,basaltic,Miocene,Miocene,1
-1,20.835107803344727,6.757913070032372e-06,2.7463748656006632e-05,8.04651699581882e-06,8.04651699581882e-06,2.8570422728080302e-05,6.807711973786995e-06,5.188595270738007e-06,8.5183141330365e-06,Horomaka,basaltic,Miocene,Miocene,1
0,14.394963978589153,5.95660235191252e-06,2.1333867397373912e-05,5.037310661387003e-06,5.037310661387003e-06,1.9936505850637328e-05,1.0516263722312367e-05,2.403173787826461e-06,5.852278681394131e-06,Horomaka,basaltic & lava flow,Pliocene,Cretaceous,1
-1,23.995058059692386,6.917143141479068e-06,2.214776093922992e-05,8.313130077011823e-06,8.313130077011823e-06,2.805636690592703e-05,5.357514340445224e-06,5.226260723018171e-06,8.173981054544639e-06,Horomaka,basaltic,Miocene,Miocene,1
-1,14.993793487548828,6.039063009666279e-06,6.029075150238081e-05,5.065402547188569e-06,5.065402547188569e-06,1.1875348703803509e-05,5.2740307483612173e-05,2.4866878404282037e-06,4.6944680932436965e-05,Whakaari,basaltic,Miocene,Miocene,1
-1,13.875414177878113,5.861336169064765e-06,3.6990727748271134e-05,5.029347994109882e-06,5.029347994109882e-06,2.208970909123309e-05,1.3275473011347207e-05,2.379461504905708e-06,1.4007378909473794e-05,Back arc basin,basaltic,Pliocene,Cretaceous,1
-1,18.721710205078125,6.513762855320238e-06,2.3673962688038825e-05,7.629691026522776e-06,7.629691026522776e-06,2.833678269434541e-05,6.275341164713953e-06,5.161844426766037e-06,5.508095432787326e-06,Horomaka,trachytic & andesitic & basaltic,Miocene,Miocene,1
-1,12.886473358550889,5.756672895792773e-06,2.667019343857823e-05,5.317711508311912e-06,5.317711508311912e-06,1.9401166466423026e-05,1.3042592966527635e-05,3.082798491370805e-06,1.0623650927363632e-05,Horomaka,basaltic & pyroclastic rock,Pliocene,Cretaceous,1
0,34.52155479865539,7.3542154719640765e-06,2.689251229167615e-05,4.847789581325116e-06,4.847789581325116e-06,2.414205436834897e-05,1.6642420504900232e-05,1.0795105448866935e-06,9.539610636482337e-06,Tasmantid,"basaltic & rudaceous (cgl, br)",Miocene,Miocene,1
0,35.027363544510195,7.3358730772704136e-06,3.194545484293016e-05,4.8376158749530805e-06,4.8376158749530805e-06,2.311048762406556e-05,2.356769025346723e-05,1.208633406028666e-06,1.1107367412827603e-05,Tasmantid,"basaltic & rudaceous (cgl, br)",Miocene,Miocene,1
0,13.993894772704385,5.9480490531831146e-06,1.7175761055731135e-05,5.3591128499462734e-06,5.3591128499462734e-06,2.212296034815195e-05,1.9656083735247986e-05,3.187975692832851e-06,4.509383715410352e-06,Whakaari,basaltic,Quaternary,Paleocene,1
-1,12.895612716674805,5.505495847168642e-06,6.0103249681195095e-05,4.848758477351908e-06,4.848758477351908e-06,8.664858292639227e-06,2.7888245890881622e-05,1.7974431795494143e-07,2.6898679093986843e-05,Arc,"basaltic & rudaceous (cgl, br)",Pliocene,Cretaceous,1
-1,33.831969016556336,7.365648552549147e-06,2.4501693813976918e-05,5.376541844872162e-06,5.376541844872162e-06,1.1260038263571914e-05,2.731222187779572e-05,3.2337406924352414e-06,1.0602290499702807e-05,Arc,basaltic,Miocene,Cretaceous,1
0,16.794688801890526,6.3616368007984004e-06,2.2376454942509928e-05,7.642693272038763e-06,7.642693272038763e-06,2.589497853477951e-05,6.1871740562815425e-06,5.164018262085515e-06,4.994404147831241e-07,Horomaka,trachytic & andesitic & basaltic,Miocene,Miocene,1
0,11.076641219372453,5.607312598798467e-06,3.538385606147954e-05,5.724534054233224e-06,5.724534054233224e-06,1.7594133143173605e-05,1.951721144817651e-05,3.59880540490031e-06,1.6633489558276457e-05,Back arc basin,basaltic,Pliocene,Cretaceous,1
-1,11.037234886272357,5.817898269468376e-06,1.7133559549720892e-05,5.023236292439212e-06,5.023236292439212e-06,9.405814741387567e-06,6.397836133760594e-06,2.345519029008733e-06,4.390034346352846e-06,Back arc basin,basaltic,Pliocene,Cretaceous,1
0,11.454735485419832,5.75316398444432e-06,6.203796223140086e-05,5.044133638970076e-06,5.044133638970076e-06,1.3042742484769725e-05,3.808399714584305e-05,2.4247212568297987e-06,3.343967591285901e-05,Arc,basaltic,Pliocene,Cretaceous,1
0,10.187216041849169,5.469011894729928e-06,6.680983932272729e-05,5.155331489508918e-06,5.155331489508918e-06,1.5484883988392543e-05,4.2154321985316e-05,2.6773783686236613e-06,3.1694193200769705e-05,Back arc basin,basaltic,Pliocene,Cretaceous,1
-1,8.299361680379754,5.236218498300946e-06,4.048386967591859e-05,5.943876196684444e-06,5.943876196684444e-06,1.4013455048286813e-05,2.6193872629652245e-05,4.1725346975343146e-06,1.8572846375346095e-05,Back arc basin,basaltic,Pliocene,Cretaceous,1
0,11.773946762084961,5.82306893193163e-06,4.331909472197169e-05,5.037356913817349e-06,5.037356913817349e-06,1.100849436705051e-05,2.1619881117412923e-05,2.409566834103316e-06,1.877547966586912e-05,Back arc basin,basaltic,Pliocene,Cretaceous,1
0,11.134939396205144,5.654854399560633e-06,5.9275586473406884e-05,5.045650594418086e-06,5.045650594418086e-06,1.1175068948312938e-05,3.833041077829339e-05,2.4419933071193703e-06,3.358234222391973e-05,Back arc basin,basaltic,Pliocene,Cretaceous,1
-1,8.283192798974152,5.204577973927371e-06,2.4999569983747408e-05,4.9776467676565525e-06,4.9776467676565525e-06,2.196752953765837e-05,5.328385527839479e-06,2.2277125506661832e-06,8.567480269854066e-06,Horomaka,"basaltic & rudaceous (cgl, br)",Miocene,Cretaceous,1
0,10.607851488096859,5.693468150276067e-06,5.682559403882209e-05,5.64605368727635e-06,5.64605368727635e-06,1.4795042261539496e-05,3.694027618436879e-05,3.7085492542764e-06,2.5848893474593146e-05,Arc,andesitic & basaltic,Pliocene,Cretaceous,1
0,10.341840379814283,5.642326783280075e-06,5.038915336033451e-05,5.057147347345125e-06,5.057147347345125e-06,7.085539436957333e-06,2.865300832651529e-05,2.4566676150527274e-06,2.5906504175689762e-05,Arc,basaltic,Pliocene,Cretaceous,1
-1,10.805344550108028,5.699175459324965e-06,2.425674802359056e-05,5.024490322539784e-06,5.024490322539784e-06,7.61167197009076e-06,9.698040997733108e-06,2.294609130602508e-06,6.200214800435692e-06,Arc,"arenaceous (sst) & rudaceous (cgl, br)",Pliocene,Cretaceous,1
-1,10.922928374398815,5.7313087305590305e-06,1.9942009895495976e-05,5.027846887866979e-06,5.027846887866979e-06,6.516502543989535e-06,7.883325213447056e-06,2.3735084146249808e-06,5.365963992686423e-06,Arc,rhyolitic & andesitic,Pliocene,Cretaceous,1
-1,0.5968617071790836,3.5524088498830885e-06,2.0336731456730912e-05,4.571947961592405e-06,4.571947961592405e-06,3.774768174480414e-06,8.369705150591639e-06,4.163085009636077e-07,9.320179679371027e-06,Arc,granitic & retrograde/altered & calcareous,Pliocene,Cretaceous,1
0,7.663403889709554,5.166871047338536e-06,5.271880491829926e-05,5.0297413851026265e-06,5.0297413851026265e-06,9.107245178608028e-06,2.296812332882012e-05,2.3686237080497383e-06,2.4016610268571312e-05,Arc,andesitic,Pliocene,Cretaceous,1
-1,10.805344550108028,5.699175459324965e-06,2.425674802359056e-05,5.024490322539784e-06,5.024490322539784e-06,7.61167197009076e-06,9.698040997733108e-06,2.294609130602508e-06,6.200214800435692e-06,Arc,"basaltic & rudaceous (cgl, br)",Pliocene,Cretaceous,1
-1,10.874051094055176,5.737600531574572e-06,2.4468166028054555e-05,5.035382400819799e-06,5.035382400819799e-06,6.5714566517272024e-06,9.544554137984367e-06,2.395004907157272e-06,6.282277494780773e-06,Arc,andesitic & basaltic,Pliocene,Cretaceous,1
-1,0.5968617071790836,3.5524088498830885e-06,2.0336731456730912e-05,4.571947961592405e-06,4.571947961592405e-06,3.774768174480414e-06,8.369705150591639e-06,4.163085009636077e-07,9.320179679371027e-06,Arc,trachytic & andesitic,Pliocene,Cretaceous,1
-1,17.190906524658207,6.594471415155566e-06,2.6067180929570692e-05,8.283604984171689e-06,8.283604984171689e-06,2.5176991872771905e-05,7.581799528278775e-06,5.246565723791719e-06,2.3033769095377133e-06,Horomaka,basaltic,Miocene,Miocene,1
0,4.2286152839660645,4.754328074341173e-06,2.475764208224767e-05,5.045143552706577e-06,5.045143552706577e-06,6.163201305753319e-06,4.79452812926933e-06,2.4251307826489208e-06,7.570676193516806e-06,Horomaka,basaltic,Miocene,Cretaceous,1
0,10.14436205770348,5.60022933107534e-06,2.3830139135996843e-05,5.001732726177726e-06,5.001732726177726e-06,3.774768174480414e-06,1.0035424886941622e-05,2.2191392441300557e-06,9.027839357812802e-06,Back arc basin,"basaltic & rudaceous (cgl, br)",Pliocene,Cretaceous,1
0,9.619650715796316,5.607858382119941e-06,2.0620471767918123e-05,5.041595431619593e-06,5.041595431619593e-06,1.3997059795656241e-05,8.344048025729201e-06,2.41497844690457e-06,8.109737309626112e-06,Arc,"basaltic & rudaceous (cgl, br)",Pliocene,Cretaceous,1
0,9.619650715796316,5.607858382119941e-06,2.0620471767918123e-05,5.041595431619593e-06,5.041595431619593e-06,1.3997059795656241e-05,8.344048025729201e-06,2.41497844690457e-06,8.109737309626112e-06,Arc,"basaltic & rudaceous (cgl, br)",Pliocene,Cretaceous,1
