Sample_ID,Collection,Coll_No,Plot_unit,Feature_Type,Feature_Name,Top_Depth,Bottom_Depth,Field_Number,Collection_Date,Date_Rounding,Collectors,Country_Name,NZMG_Sheet,NZMG_East,NZMG_North,Latitude,Longitude,Method,Accuracy,Site_Description,In_Situ,Rock_Description,Colour,Litho2014_strat_name,Informal_strat_unit,Rock_Types,Age_Min,Age_Max,Sample_Types,Lab_Sample_ID(s),Material(s),Part_Analysed,Analysis_ID(s),Investigator(s),Analysis_Method(s),Geochron_Method(s),Laboratory(s),Lab_Number(s),Analysis_Date(s),Analysis_Date_Rounding(s),Analysis_Publication(s),Analysis_Bib_Ref(s),Analysis_Comment(s),age_sample_result_Ma,age_sample_2sig_err_abs,SiO2,TiO2,Al2O3,FeOT,Fe2O3T,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,H2O_plus,H2O_minus,CO2,LOl,Majors_total,As,Ba,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Ga,Gd,Hf,Ho,La,Lu,Nb,Nd,Ni,Pb,Pr,Rb,Sc,Sm,Sr,Ta,Tb,Th,Tm,U,V,Y,Yb,Zn,Zr,He4_raw_nnc,He4_corr_nnc,He_R_Ra_raw,He_R_Ra_corr,He_R_Ra_cor_err,dO18,Rb87_Sr86,Sr87_Sr86,Sr87_Sr86_err_abs,Sm147_Nd144,Nd143_Nd144,Nd143_Nd144_err_abs,Lu176_Hf177,Hf176_Hf177,Hf176_Hf177_err_abs,Pb206_Pb204,Pb206_Pb204_err_abs,Pb207_Pb204,Pb207_Pb204_err_abs,Pb208_Pb204,Pb208_Pb204_err_abs,age_model_assumed_Ma,Sr87_86i_calc,Nd143_144i_calc,eNdi_calc,Hf176_177i_calc,eHfi_calc,Pb206_204i_calc,Pb207_204i_calc,Pb208_204i_calc,Petlab notes,Age_Num,Age,ReconLon,ReconLat,ReconAge,ReconPlateID,gridage,gridcrust,gridsubcrust,gridlith,gridsublith,gridsed,gridsubsed,gridserp,gridsubserp
106760,INS R (R),7503,Horomaka,Surface,,,,AU10,1983-01-01 00:00:00,Decade,"Adams, C.J.",New Zealand,,,,-50.8,166.0666,,500.0,"Crab Bay, Auckland Islands",Yes,mugearite,,,Carnley Volcano,trachytic & andesitic & basaltic,Miocene,Miocene,hand specimen,1649,whole rock,,16137,"Adams, C.J.",geochron methods,K-Ar,INS,R7503,"January 1, 1983",Decade,Adams 1983,,,20.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,143,142.4206749290894,-77.44200481744255,143.0,813.0,90.60997009277344,9.581779522704892e-06,0.0,4.006243671028642e-06,4.006243671028642e-06,0.0,0.0,0.0,0.0
232703,GNS P (P),84720,Arc,Dredge,VESPA-26,2419,2419,VESPA-DR26Aii,42163,,"Mortimer, N. & Patriat, M. & VESPA",Offshore Regions,,,,-27.2049178669949,171.945917273254,,200.0,"Three Kings Ridge area. Eastern scarp of the northern Cagou Trough, upper part. Edge of a volcanic feature dredged. Not a guyot.",Yes,"Hard, medium light grey trachyandesite. Similar to DR26Ai but homogeneous (no mingling) and <1% amphibole phenocrysts as mm-long needles. ",N 5,,,trachytic & andesitic,Pliocene,Cretaceous,hand specimen,10593,whole rock,,139303;139360,"Agranier, A.;Agranier, A.",ICP-AES;ICP-MS,Ar-Ar bi on P84722,U Bretagne Occidentale;U Bretagne Occidentale,;,"January 1, 2007;January 1, 2017",Year;Year,Mortimer et al VESPA unpub 2019,,Ar-Ar quality A hbl 24.05 +/-0.10 and plag (A & A) agree with biot,23.89,0.1,56.5,0.5,15.1,,5.2,,,0.1,2.6,5.8,2.4,2.7,0.2,,,,,5.7,96.8,,1182,36.5,14.5,64.6,3.46,17.9,2.28,1.23,1.23,16,2.43,1.94,0.41,11.9,0.16,9.54,11.7,30.2,13.6,2.86,43,7.15,2.52,280.0,0.48,0.38,5.5,0.17,1.19,118.0,8.24,1.09,27.2,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,143,142.0823239850761,-61.20119493880398,143.0,835.0,96.82610321044922,9.65683921094751e-06,0.0,3.985653620475205e-06,3.985653620475205e-06,0.0,0.0,0.0,0.0
118432,other,USGD_67350,Continent basement,Dredge,HMASCookC1/83-7,,,HMASCookC1/83-7,,,HMAS Cook,Offshore Regions,,,,-36.1688980309501,150.567084050156,,100.0,"Seamount 45km ENE Dalmeny, NSW",Yes,,,,,,,,,,alkali feldspar,,28353,"McDougall, I.",geochron methods,K-Ar,ANU,,32874,Year,Hubble et al. 1992,,,100.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,141.50139213843465,-64.49765374913699,143.0,801.0,96.82610321044922,9.65683921094751e-06,0.0,3.984598606621148e-06,3.984598606621148e-06,0.0,0.0,0.0,0.0
108541,GNS P (P),66798,,Dredge,SF0202-25A,,2250,D25A-9C,2002-07-29 00:00:00,,"Herzer, R.H. & Mortimer, N.",Offshore Regions,W02,2876925.60432795,6743135.70361223,-34.4406,176.9799,GPS - Differential,2.0,"W side of small seamount NE of Northland Plateau. On Eltanin 40 line, near SF9901-1",Unknown,grey vesicular basalt with 2mm plag phenos,,Zealandia Megasequence,,andesitic & basaltic,Miocene,Oligocene,hand specimen & polished thin section & mineral separate:GNS box 222,2551,whole rock,,29460,"Mortimer, N.",XRF,Ar-Ar plag,Spectrachem,SA7741,"March 23, 2004",,Mort et al 2007,,K/Ca=0.008-0.012,1.2,0.8,47.99,0.5,13.27,,7.13,,,0.16,3.29,7.58,1.84,0.39,0.16,,,,,17.46,99.81,6,108,1813,,40,bd,60,,,,bd,,,,bd,,bd,,33,81,,27,33,,169.0,,,bd,,bd,94.0,33.0,,54.0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9,144,147.7004584010064,-69.28267968408528,144.0,835.0,86.16082000732422,9.527313037212014e-06,3.689847538637426e-05,4.021017131307609e-06,4.021017131307609e-06,0.0,0.0,0.0,6.82176370435926e-06
169571,other,LHI-LH11,Lord Howe,Surface,,,,LH11,1979-01-01 00:00:00,Decade,"McDougall, I.",Australia,,,,-31.5761,159.0771,,100.0,Erskine Valley,Yes,Basalt,,,,basaltic,Pliocene,Miocene,hand specimen,39217,whole rock,average of 2,44682,"McDougall, I.",geochron methods,K-Ar,ANU,,1979-01-01 00:00:00,Decade,,,,5.845,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,144,143.17206744758718,-64.16716736351411,144.0,869.0,93.45928192138672,9.611045243218543e-06,0.0,3.992494839621941e-06,3.992494839621941e-06,0.0,0.0,0.0,0.0
171568,Otago University (OU),52373,Horomaka,Surface,,,,52373,39448,Decade,"Adams, C.J. & Coombs, D.S.",New Zealand,I43,2314800.00000146,5512799.99995121,-45.5674683874234,170.500546223308,"Map - 1:50,000 scale",50.0,Ram Hill,Yes,basanite,,Dunedin Volcanic Group,Dunedin Volcanic Group,basanitic,Miocene,Miocene,hand specimen,5482,whole rock,,66870;66827,"Coombs, D.S.;Adams, C.J.",XRF;geochron methods,;K-Ar,Otago U;INS,;,"January 1, 2008;January 1, 2008",Decade;Decade,;,,,16.4,0.7,43.78,2.41,13.88,,12.42,,,0.19,9.58,10.32,3.9,1.76,0.66,,,,,0.77,99.67,,547,97,,258,,72,,,,19,,,,63,,197,38,92,7,,45,,,812.0,,,7,,2,192.0,31.0,,56.0,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,144,166.59783053702432,-75.89729692900943,144.0,813.0,92.40314455239364,9.603952094039414e-06,4.941304901124932e-05,4.023231213068357e-06,4.023231213068357e-06,0.0,0.0,0.0,5.312911804921965e-05
232737,GNS P (P),84754,Back arc basin,Dredge,VESPA-31,3920,3920,VESPA-DR31Ai,42165,,"Mortimer, N. & Patriat, M. & VESPA",Offshore Regions,,,,-27.3510144400405,172.984406726734,,200.0,"Three Kings Ridge area. Cook Fracture Zone scarp towards eastern end, near 173.0°E.",Yes,"Hard, fresh, medium grey, slightly plagioclase porphyritic basalt. Glassy rims, coated with white clay.",N 5,,,basaltic,Pliocene,Cretaceous,hand specimen & normal thin section,10594,whole rock,,139312;139369;139435,"Agranier, A.;Agranier, A.;Agranier, A.",ICP-AES;ICP-MS;TIMS,;;,U Bretagne Occidentale;U Bretagne Occidentale;U Bretagne Occidentale,;;,"January 1, 2007;January 1, 2017;January 1, 2017",Year;Year;Year,Mortimer et al VESPA unpub 2019,,Ar-Ar quality CCC another plag and gmass also dated,22.5,1.5,47.1,1.9,13.6,,9.8,,,0.2,4.8,10.4,2.9,0.3,0.2,,,,,1.9,93.0,,49.6,17.3,42.3,190,0.23,52.9,6.02,4.14,1.64,18.9,5.15,3.02,1.43,6.17,0.51,3.74,14.3,72.9,0.99,2.69,5.27,39.2,4.6,167.0,0.24,0.9,0.67,0.52,0.21,368.0,41.9,3.39,68.9,128,,,,,,,,,,,0.513052,4e-06,,0.283121,7e-06,18.865,,15.562,,38.504,,,,,8.09,,,,,,,145.0,144,142.2897301008068,-61.728336329358946,144.0,835.0,93.8258285522461,9.619927368476054e-06,0.0,3.989557171735213e-06,3.989557171735213e-06,0.0,0.0,0.0,0.0
107014,other,BFH-MP281,Horomaka,Surface,,,,,33604,Decade,"Houghton, B.F.",New Zealand,U12,2800700.00000175,6430400.00004854,-37.2825417398132,176.275247198328,,50.0,"lava B, NE lava shield, Mayor Island",Yes,peralkaline lava,,Oira Pyroclastite,Mayor Island volcanics,peralkaline,Quaternary,Quaternary,,1676,whole rock,,16492,"Houghton, B.F.",geochron methods,K-Ar,USGS,,"January 1, 1992",Decade,Houghton et al. 1992,,,0.083,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,145,169.95565272945998,-70.8030244307089,145.0,8065.0,87.85388946533203,9.550961502164303e-06,3.728762999325816e-05,4.047129394700463e-06,4.047129394700463e-06,0.0,0.0,0.0,4.604890884319549e-06
106856,ANU (GA),2856,Horomaka,Surface,,,,,1969-01-01 00:00:00,Decade,"McDougall, I.",New Zealand,R11,2665604.00000112,6465707.00005344,-36.9990897831823,174.743975594774,,50.0,Maungataketake (Ihumatao),Yes,basalt,,Auckland Basalts,Auckland Volcanic Field,basaltic,Quaternary,Quaternary,hand specimen,1660,whole rock,,16274;16275;16276;16277;16278;16279,"Stipp, J.J.;Stipp, J.J.;McDougall, I.;Stipp, J.J.;Stipp, J.J.;Stipp, J.J.",geochron methods;geochron methods;geochron methods;geochron methods;geochron methods;geochron methods,K-Ar;K-Ar;K-Ar;K-Ar;K-Ar;K-Ar,ANU;ANU;ANU;ANU;ANU;ANU,GA2856;GA2856;GA2856;GA2856;GA2856;GA2856,"January 1, 1968;January 1, 1968;January 1, 1969;January 1, 1968;January 1, 1968;January 1, 1968",Decade;Decade;Decade;Decade;Decade;Decade,;Stipp 1968;McDougall et al. 1969;;;,,Dup Analysis01. Dup Analysis02. Dup Analysis03. ,0.118,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,145,166.14213935607737,-70.84257810440397,145.0,8065.0,88.77281709626048,9.561017873813309e-06,4.327402665302922e-05,4.043239097487963e-06,4.043239097487963e-06,0.0,0.0,0.0,5.305533481722376e-06
105406,Auckland University (AU),41634,Horomaka,Surface,,,,,34335,Decade,"Briggs, R.M.",New Zealand,R12,2671200.00000108,6443500.00005,-37.1981126972177,174.812061117074,,,Patumahoe Quarry,Yes,hawaiite,,Kerikeri Volcanic Group,Franklin Basalts,trachytic & andesitic,Quaternary,Quaternary,hand specimen & normal thin section,1485,whole rock,,14369,"Briggs, R.M.",geochron methods,K-Ar,HRI,S16-196,"January 1, 1994",Decade,Briggs et al. 1994,,,0.64,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,145,166.44760009671813,-71.02313832393995,145.0,8065.0,88.84760228210654,9.558967576595023e-06,5.013971096709242e-05,4.043960871058516e-06,4.043960871058516e-06,0.0,0.0,0.0,6.798783364800105e-06
107111,other,DJR-336,Horomaka,Surface,,,,,32509,Decade,"Robertson, D.J.",New Zealand,R14,2673400.00000086,6379700.00004036,-37.7724487227122,174.852183674675,,50.0,Te Akau Wharf Road,Yes,basanite,,Okete Volcanic Formation,Alexandra Volcanics,basanitic,Pliocene,Pliocene,,1687,whole rock,,16607,"Robertson, D.J.",geochron methods,K-Ar,INS,,"January 1, 1989",Decade,Briggs et al. 1989,,,1.94,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,145,166.97810683405746,-71.57263416708433,145.0,8065.0,88.78366088867188,9.558967576595023e-06,7.218778158166559e-05,4.043960871058516e-06,4.043960871058516e-06,0.0,0.0,0.0,1.0817518831078308e-05
105326,Auckland University (AU),44054,Horomaka,Surface,,,,,33970,Decade,"Smith, I.E.M.",New Zealand,Q06,2631500.00000111,6637900.000068,-35.45324074103,174.329961551026,,,"Huruiki, boulders capping ridge, Helena Bay",Yes,basanite,,Kerikeri Volcanic Group,Northland Basalts,basanitic,Pliocene,Miocene,hand specimen,1477,whole rock,,14283,"Smith, I.E.M.",geochron methods,K-Ar,HRI,AU44054,"January 1, 1993",Decade,Smith et al. 1993,,,5.03,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,145,164.18098735387517,-69.40826406729123,145.0,8065.0,88.43970033681133,9.555459939038416e-06,3.678369155014944e-05,4.04213154454672e-06,4.04213154454672e-06,0.0,0.0,0.0,4.72691518357412e-06
63148,other,TAS-85-170,Tasmantid,Dredge,Franklin 3/85-G6,600,900,TAS-85170,31206,Year,"Duncan, R.A. & Eggins, S.M. & McDougall, I.",Offshore Regions,,,,-36.6518656839253,156.233028587897,Location name,500.0,Seamount - Gascoyne,Almost,Well rounded basaltic cobbles,,,,"basaltic & rudaceous (cgl, br)",Pliocene,Miocene,unknown,5680,whole rock,,23960,"Eggins, S.M.",XRF,A-Ar,U Tasmania,,32143,Decade,"Eggins et al., 1991, M&D 1988",,,7.18,0.62,51.39,2.27,13.74,,11.02,,,0.13,7.47,7.89,3.16,1.18,0.53,,,,,0.68,,,255,47,,361,,,4.7,2.01,2.33,,5.97,,,21.8,,29,28.4,247,,6.3,18,20,6.34,585.0,,,,,,179.0,24.0,1.51,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,145,126.07314107931346,-70.2057773216603,145.0,833.0,81.87590026855469,9.467116797168273e-06,0.0,4.037941380374832e-06,4.037941380374832e-06,0.0,0.0,0.0,0.0
100571,GNS P (P),78644,Horomaka,Dredge,GEORSTOM3-346,,,GEORSTOM3-346D1,25933,Year,ORSTOM,Offshore Regions,,,,-30.4769045114895,168.08987003505,,100.0,"Norfolk Ridge 2300 - 1840, 2140m, NZ Offshore",Yes,Altered basalt with 2cm Mn crust,5.0 Y 6/1,,,basaltic,Miocene,Cretaceous,hand specimen & normal thin section & powder,5462,whole rock,,73789;66595,"Mortimer, N.;Mortimer, N.",ICP-MS laser;XRF,Ar-Ar matrix,Otago U;Otago U,;,"January 20, 2010;October 15, 2009",;,Mortimer et al 2018 GSLSP 463,,High quality,18.1,0.2,47.02,2.44,19.84,,10.14,,,0.16,2.87,9.63,3.53,1.38,0.9,,,,,2.15,100.06,,,57.12,,,0.4,,8.92,5.87,3.3,,8.47,4.4,,56.16,0.57,39.9,41.4,,,9.86,,,8.29,,2.7,,4.8,,2.4,,63.4,4.55,,186.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,145,159.63606620141243,-62.57940109451971,145.0,834.0,94.82610321044922,9.633157251213628e-06,0.0,3.99457759406022e-06,3.99457759406022e-06,0.0,0.0,0.0,0.0
107817,other,RMB-S10-64,Horomaka,Surface,,,,,32509,Decade,"Briggs, R.M.",New Zealand,R15,2677500.00000079,6362100.00003783,-37.9301994045136,174.903079743067,,50.0,Whataipu,Yes,hawaiite,,Okete Volcanic Formation,Alexandra Volcanics,trachytic & andesitic,Pliocene,Pliocene,,1783,whole rock,,17629,"Briggs, R.M.",geochron methods,K-Ar,HRI,S10-64,"January 1, 1989",Decade,Briggs et al. 1989,,,2.33,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,146,166.79352837370755,-72.04330436196646,146.0,8065.0,84.919831940676,9.510915493998614e-06,7.888917934672928e-05,4.060406322807595e-06,4.060406322807595e-06,0.0,0.0,0.0,1.3271979138059549e-05
63156,other,TAS-65828,Tasmantid,Dredge,Franklin 3/85-DHUnspec,1150,1250,TAS-65828,31206,Year,"Duncan, R.A. & Eggins, S.M. & McDougall, I.",Offshore Regions,,,,-31.0019407596247,155.999998546965,Location name,500.0,Seamount - Derwent Hunter,Almost,Unknown,,,,"basaltic & rudaceous (cgl, br)",Pliocene,Miocene,unknown,5674,whole rock,,140340,"Cohen, B.",geochron methods,Ar-Ar,U Queensland,,41640,Year,Crossingham et al 2017 JVGR,,,14.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,146,129.31555297005866,-64.94807223482415,146.0,833.0,84.75406646728516,9.506198693998158e-06,0.0,4.0198274291469716e-06,4.0198274291469716e-06,0.0,0.0,0.0,0.0
232565,GNS P (P),84582,Horomaka,Dredge,VESPA-1,1115,1115,VESPA-DR01A,42147,,"Mortimer, N. & Patriat, M. & VESPA",Offshore Regions,,,,-24.2137421233025,166.970558814421,,200.0,Volcano on W side Norfolk Ridge at lat 24.2S,Yes,"Olivine phyric (<5%, up to 2mm) altered basalt partially covered with Mn crusts up to 5mm thick. Rare hornblende  (pargasite?) xenocrysts up to 7mm. Calcite amygdules up to 5mm in size ",5.0 Y 5/2,,,basaltic & lava flow,Miocene,Cretaceous,hand specimen & normal thin section,10591,whole rock,,139277;139330;139328;139329;139421;139384,"Agranier, A.;Agranier, A.;Agranier, A.;Agranier, A.;Agranier, A.;Mortimer, N.",ICP-AES;ICP-MS;ICP-MS;ICP-MS;TIMS;geochron methods,;;;;;Ar-Ar,U Bretagne Occidentale;U Bretagne Occidentale;U Bretagne Occidentale;U Bretagne Occidentale;U Bretagne Occidentale;UCSB,;;;;;,"January 1, 2017;January 1, 2017;January 1, 2017;January 1, 2017;January 1, 2017;January 1, 2017",Year;Year;Year;Year;Year;Year,Mortimer et al VESPA unpub 2019,,Ar-Ar quality CC,31.7,0.7,40.69,1.04,14.4,,8.61,,,0.15,6.16,15.28,2.67,2.4,0.93,,,,,7.2,99.55,,924,218,34.4,374,0.869,57.9,10.1,3.52,6.28,19.8,18.5,5.65,1.48,94,0.402,29,130,145,15,30.1,52,27.6,24.9,1780.0,1.86,2.25,11.7,0.453,2.76,212.0,41.5,2.79,55.1,254,,,,,,,,,,,0.513045,7e-06,,0.283111,5e-06,18.814,,15.559,,38.443,,,,,7.95,,,,,,,145.0,146,155.34841799933847,-56.854571811290086,146.0,869.0,86.6128918090248,9.53074027296925e-06,2.1032075736333103e-05,3.982761586371885e-06,3.982761586371885e-06,0.0,0.0,0.0,0.0
250762,other,KN-NC45,Horomaka,Surface,,,,KN-NC45,2006-01-01 00:00:00,Year,"Nicholson, K.N.",New Caledonia,,,,-22.2397447237639,166.49735690469,,,Tina mid,Yes,rhyolite,,,,rhyolitic,Cretaceous,Cretaceous,unknown,106525,"whole rock, zircon",,140290,"Nicholson, K.N.","ICP-MS, XRF",U-Pb,"SGS, Notre Dame",,2011-01-01 00:00:00,Year,http://doi.org/10.1016/j.lithos.2011.03.018,,Pub totals wrong. LOI=1.75,102.7,2.2,75.03,0.32,14.59,,2.83,,,0,0,0.11,6.87,0.21,0.03,,,,,,100.0,,167,183.34,112.0,5,,2,16.57,8.25,4.21,,17.61,21,3.02,90.51,1.1,145,98.82,,12,22.97,4,5,20.21,177.0,9.81,2.54,18.05,1.22,4.71,6.0,73.0,7.83,20.0,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,146,166.49735690469,-22.2397447237639,146.0,845.0,17.18121683369619,6.8399951168295055e-06,0.0,3.916589648427866e-06,3.916589648427866e-06,1.270631467411433e-06,0.0,0.0,0.0
44630,GNS P (P),57024,Horomaka,Dredge,RE9302-D2,1875,1950,RE9302-2-9,1993-08-30 00:00:00,,"Herzer, R.H.",Offshore Regions,,,,-33.12633333333,170.914,,100.0,"NE scarp south Maria Ridge, 1875m-1950m depth, NZ Offshore",Unknown,weathered med-cse grained dolerite,,,,basaltic & hypabyssal: basic,Quaternary,Paleocene,hand specimen & polished thin section & mineral separate:GNS box 221 & powder & extra,132,whole rock; Plag,,1624,"Mortimer, N.",XRF,Ar-Ar,"Victoria U, UCSB",,"January 1, 1995",Year,Mortimer et al. 1998,,,100.0,,43.78,2.23,14.83,,8.67,,,0.29,5.09,11.43,3.62,0.76,0.72,,,,,8.43,99.85,2,134,50,,220,,91,,,,20,,,,21,,18,,88,3,,9,40,,301.0,,,2,,bd,301.0,48.0,,227.0,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,146,165.89426515709323,-64.95301346671994,146.0,834.0,93.625961797213,9.618369687467586e-06,0.0,4.003774634808585e-06,4.003774634808585e-06,0.0,0.0,0.0,0.0
118554,other,Norfolk-PH-4,Horomaka,Surface,,,,PH-4,1973-01-01 00:00:00,Decade,"Green, T.H.",Norfolk Island,,,,-29.1172,167.9435,"Map - 1:50,000 scale",50.0,Philip Island,Yes,Basalt,,,,basaltic,Pliocene,Pliocene,hand specimen,39243,whole rock,,44708,"Green, T.H.","XRF, INAA",K-Ar,Macquarie U,,1973-01-01 00:00:00,Decade,"Green 1973, Jones & McD 1973, Green 1978",,Recalc using new decay constants,2.85,0.03,50.2,2.23,17.36,,,6.7,3.01,0.12,3.98,7.69,4.1,0.91,0.44,,,,,1.98,98.72,,174,31,,,,,,,3.73,24,,3.37,,17.5,1,,32,,,,11,20.6,9.9,531.0,,2.22,1.01,,,,84.0,5.98,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,147,158.0804584421011,-61.88069484984943,147.0,834.0,92.05039332174766,9.599619023753075e-06,0.0,3.983935204546899e-06,3.983935204546899e-06,0.0,0.0,0.0,0.0
249200,other,LSI23,Horomaka,Surface,,,,LSI23,36526,Decade,"Hoernle, K.",New Zealand,J44,2332200.0000013,5478999.99995193,-45.8758919854579,170.711535603872,,,East side of cove east of Allans Beach,Yes,Alkali basaltic dike with 10% plagioclase.,,Dunedin Volcanic Group,,basaltic & hypabyssal: basic,Miocene,Miocene,unknown,10606,whole rock,,139591;139529,"Hoernle, K.;Hoernle, K.",TIMS;XRF,;,Kiel U;Kiel U,;,"January 1, 2006;January 1, 2006",Year;Year,Hoernle et al 2006;Hoernle et al 2006,,,16.0,0.4,45.47,3.13,18.02,,12.61,,,0.16,4.19,10.72,3.58,1.29,0.77,,1.35,,0.07,,101.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703088,5e-06,,0.512879,2e-06,,,,19.764,0.001,15.639,0.001,39.368,0.002,,,,,,,,,,,23.03,147,164.32885022508498,-77.12995280909293,147.0,813.0,80.55214750904432,9.450801371713169e-06,0.0,4.053985321661457e-06,4.053985321661457e-06,0.0,0.0,0.0,0.0
107834,other,SCB-HUK-R3,Arc,Surface,,,,,1992-01-01 00:00:00,Decade,"Bergman, S.C.",New Zealand,Q08,2615400.00000093,6552700.00006568,-36.2231325911055,174.166131336419,,50.0,"Pupuia Island, Hukatere, Kaipara Harbour",Yes,Basaltic andesite pillow lava,,Hukatere Subgroup,Hukatere Complex,andesitic & basaltic & hypabyssal: basic,Miocene,Miocene,,1785,whole rock,,17652,"Bergman, S.C.",geochron methods,K-Ar,USGS,,"January 1, 1992",Decade,Bergman et al. 1992,,,21.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,147,163.35632242893266,-70.8315939371769,147.0,8065.0,80.33617258584736,9.446946106590548e-06,5.1388240924666586e-05,4.0521288186839154e-06,4.0521288186839154e-06,0.0,0.0,0.0,7.141633913498717e-06
106626,INS R (R),6323,Horomaka,Surface,,,,,1983-01-01 00:00:00,Decade,"Adams, C.J.",New Zealand,,,,-50.85,166.0167,,500.0,"Camp Cove, Auckland Islands",Yes,basalt,,,Carnley Volcano,basaltic,Miocene,Miocene,hand specimen,1632,whole rock,,15971,"Adams, C.J.",geochron methods,K-Ar,INS,R6323,"January 1, 1983",Decade,Adams 1983,,,24.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,147,137.02661050936314,-78.29305549848567,147.0,813.0,74.16153717041016,9.354392204841132e-06,0.0,4.0690010791877285e-06,4.0690010791877285e-06,0.0,0.0,0.0,0.0
114263,GNS P (P),69772,Lord Howe Smt Chain,Dredge,TAN0308-49,298,307,NORFANZ-049,2003-05-20 00:00:00,,"NORFANZ & Roberts, C.",Offshore Regions,,,,-29.2182,158.9975,GPS - Field,10.0,Middleton Reef area,Yes,hard fresh aphyric basalt,N 4,,,basaltic,Pliocene,Cretaceous,"hand specimen & normal thin section & polished thin section & mineral separate:GNS box 636, 223 & extra:GNS box 589",2551,whole rock,,30886;29465,"Mortimer, N.;Mortimer, N.",ICP-MS fused bead;XRF,Ar-Ar matrix,WSU;Spectrachem,MOR312;SA7741,"May 27, 2004;March 23, 2004",;,Mortimer et al 2010 JVGR,,,12.12,0.1,58.71,0.23,17.85,,7.5,,,0.13,0.52,1.85,6.93,4.39,0.09,,,,,1.39,99.63,4,1140,183.87,,bd,0.22,5,12.05,5.79,4.22,33,13.39,19.71,2.27,97.61,,156.6,76.03,3,8.01,19.98,60.1,3.5,16.05,217.0,9.6,2.15,13.52,0.81,3.25,6.0,57.17,4.96,176.0,830,,,,,,,,,,0.1271,0.512883,8e-06,,,,,,,,,,12000000.0,,0.512873,,,,,,,,145.0,148,140.6829770705974,-62.83879925449358,148.0,869.0,76.44034576416016,9.393392247147858e-06,0.0,4.049926701554796e-06,4.049926701554796e-06,0.0,0.0,0.0,0.0
