Sample_ID,Collection,Coll_No,Plot_unit,Feature_Type,Feature_Name,Top_Depth,Bottom_Depth,Field_Number,Collection_Date,Date_Rounding,Collectors,Country_Name,NZMG_Sheet,NZMG_East,NZMG_North,Latitude,Longitude,Method,Accuracy,Site_Description,In_Situ,Rock_Description,Colour,Litho2014_strat_name,Informal_strat_unit,Rock_Types,Age_Min,Age_Max,Sample_Types,Lab_Sample_ID(s),Material(s),Part_Analysed,Analysis_ID(s),Investigator(s),Analysis_Method(s),Geochron_Method(s),Laboratory(s),Lab_Number(s),Analysis_Date(s),Analysis_Date_Rounding(s),Analysis_Publication(s),Analysis_Bib_Ref(s),Analysis_Comment(s),age_sample_result_Ma,age_sample_2sig_err_abs,SiO2,TiO2,Al2O3,FeOT,Fe2O3T,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,H2O_plus,H2O_minus,CO2,LOl,Majors_total,As,Ba,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Ga,Gd,Hf,Ho,La,Lu,Nb,Nd,Ni,Pb,Pr,Rb,Sc,Sm,Sr,Ta,Tb,Th,Tm,U,V,Y,Yb,Zn,Zr,He4_raw_nnc,He4_corr_nnc,He_R_Ra_raw,He_R_Ra_corr,He_R_Ra_cor_err,dO18,Rb87_Sr86,Sr87_Sr86,Sr87_Sr86_err_abs,Sm147_Nd144,Nd143_Nd144,Nd143_Nd144_err_abs,Lu176_Hf177,Hf176_Hf177,Hf176_Hf177_err_abs,Pb206_Pb204,Pb206_Pb204_err_abs,Pb207_Pb204,Pb207_Pb204_err_abs,Pb208_Pb204,Pb208_Pb204_err_abs,age_model_assumed_Ma,Sr87_86i_calc,Nd143_144i_calc,eNdi_calc,Hf176_177i_calc,eHfi_calc,Pb206_204i_calc,Pb207_204i_calc,Pb208_204i_calc,Petlab notes,Age_Num,Age,ReconLon,ReconLat,ReconAge,ReconPlateID,gridage,gridcrust,gridsubcrust,gridlith,gridsublith,gridsed,gridsubsed,gridserp,gridsubserp
106890,ANU (GA),3165,Horomaka,Surface,,,,,1971-01-01 00:00:00,Decade,"Stipp, J.J.",New Zealand,P05,2606408.0000009,6657534.00006491,-35.2796224857195,174.050768785778,,50.0,Haruru Falls,Yes,basalt,,Kerikeri Volcanic Group,Horeke Basalt,basaltic,Quaternary,Quaternary,hand specimen,1663,whole rock,,16348,"Stipp, J.J.",geochron methods,K-Ar,ANU,GA3165,"January 1, 1971",Decade,Stipp & Thompson 1971,,,1.27,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,0,174.050768785778,-35.2796224857195,0.0,8065.0,29.42547021004981,6.274594187738845e-06,7.645980498185062e-05,4.440474169647722e-06,4.440474169647722e-06,4.7228004405042157e-05,0.00013510137186757516,0.0,2.2864047988512215e-05
107296,other,JJS-2045,Horomaka,Surface,,,,,1989-01-01 00:00:00,Decade,"Stipp, J.J.",New Zealand,R15,2667000.00000072,6357000.00003708,-37.9781485014346,174.784854302058,,50.0,Taranaki Point,Yes,olivine tholeiite,,Okete Volcanic Formation,Alexandra Volcanics,basaltic,Pliocene,Pliocene,,1714,whole rock,,16928,"Stipp, J.J.",geochron methods,K-Ar,ANU,,"January 1, 1989",Decade,Briggs et al. 1989,,average,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,0,174.784854302058,-37.9781485014346,0.0,8065.0,123.51957296266778,8.623026367950323e-06,7.70174479624992e-05,3.7848216051020362e-06,3.7848216051020362e-06,5.3649655732606466e-05,0.0001392028630172702,0.0,1.9108658383215677e-05
105321,Auckland University (AU),44059,Horomaka,Surface,,,,,1993-01-01 00:00:00,Decade,"Smith, I.E.M.",New Zealand,P05,2598600.00000081,6664500.00006328,-35.2177469843149,173.964017172691,,,"Kerikeri, flow",Yes,transitional basalt,,Kerikeri Volcanic Group,Northland Basalts,basaltic,Pliocene,Pliocene,hand specimen,1477,whole rock,,14278,"Smith, I.E.M.",geochron methods,K-Ar,HRI,AU44059,"January 1, 1993",Decade,Smith et al. 1993,,,3.46,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,0,173.964017172691,-35.2177469843149,0.0,8065.0,29.76077651977539,6.385110525310942e-06,7.692086850163683e-05,4.5280895424428384e-06,4.5280895424428384e-06,4.7225235112316866e-05,0.00014138445328991855,0.0,2.2314522182481496e-05
249253,other,FouldenV2A,Horomaka,Surface,,,,Foulden V2A,37987,Year,"Timm, C.",New Zealand,I43,2292442.29288123,5514899.87032981,-45.5422152285645,170.215216378477,,,Foulden Hill,Yes,"Basalt, low silica group",,Dunedin Volcanic Group,,basaltic,Quaternary,Paleocene,unknown,10616,whole rock,,139837;139740,"Timm, C.;Timm, C.",ICP-MS;XRF,;,Kiel U;Kiel U,;,"January 1, 2010;January 1, 2010",Year;Year,Timm et al 2010;Timm et al 2010,,,23.17,0.37,45.66,2.62,14.47,,,1.34,11.89,0.19,8.28,8.87,3.97,1.61,0.71,,0.71,,1.1,,101.42,,484,111,46.5,192,0.91,48.4,5.27,2.28,2.69,20,7.78,5.78,0.93,56.8,0.25,74.6,47.2,148,3.54,12.6,35.7,16.9,8.63,889.0,4.04,1.04,7.24,0.29,1.81,186.0,24.2,1.8,112.0,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,0,170.215216378477,-45.5422152285645,0.0,813.0,111.27628326416016,8.853429790178778e-06,5.183308926996157e-05,3.856769581034314e-06,3.856769581034314e-06,6.4866635511862106e-06,2.1714894294441447e-05,0.0,0.00017203856291805528
100567,GNS P (P),78640,Back arc basin,Dredge,GEORSTOM3-324,,,GEORSTOM3-324D3,25933,Year,ORSTOM,Offshore Regions,,,,-16.7719361256874,162.843174725423,,1000.0,"D'Entrecasteaux Zone, western part. GEORSTOM-3 NORD dredge site 324",Yes,"Medium grained doleritic, equigranular basalt",N 5,,,basaltic,Miocene,Cretaceous,hand specimen & normal thin section & powder & grain mount:GNS box 227,6162,whole rock,,73776;75175;73756,"Mortimer, N.;Mortimer, N.;Mortimer, N.",ICP-MS laser;XRF;XRF,Ar-Ar plag,Otago U;Otago U;Otago U,;;,"January 8, 2010;January 28, 2010;January 25, 2010",;;,Mortimer et al 2014 Tectonics,,Low quality,49.0,10,49.31,1.41,16.7,,10.75,,,0.15,6.52,12.23,2.19,0.17,0.07,,,,,0.418,99.932,8.1,63,15,76.0,302,0.08,136,4.38,2.66,1.21,19,3.49,2.14,0.96,12,0.42,7,6,142,5,1.8,10,31,3.25,164.0,0.25,0.71,2,0.45,2,243.0,28.0,2.52,83.0,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,0,162.843174725423,-16.7719361256874,0.0,861.0,58.43886743276584,7.758203537377995e-06,1.80325561333152e-05,5.1976112445117906e-06,5.1976112445117906e-06,1.2400562349549635e-05,1.9338421843114273e-05,2.8149815043434507e-06,4.0212677263096515e-06
169089,other,RVAN-17-13.2,Arc,Dredge,Nesmeyanov-N17-13,,,,,,"Ballance, P.F.",Offshore Regions,,,,-30.9,179.114,,,Western Kermadec Ridge into Havre Trough,,,,,,,,,,,whole rock,,44840,"Itaya, T.",geochron methods,K-Ar,Okayama University of Science,S25-154,32874,Decade,"Ballance et al 1999, Marine Geology",,,0.15,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,179.03300970374437,-31.23799189942288,1.0,839.0,27.209710488293105,6.104442867448845e-06,1.9648932808164813e-05,4.1982994536352465e-06,4.1982994536352465e-06,4.548826645665799e-05,5.841862791719802e-06,0.0,3.6734280408788622e-06
105433,Auckland University (AU),41603,Horomaka,Surface,,,,,34335,Decade,"Briggs, R.M.",New Zealand,R12,2687200.00000115,6446300.00005049,-37.1697280433603,174.991517860041,,,Stevenson's Quarry (Bombay),Yes,nepheline hawaiite,,Kerikeri Volcanic Group,Bombay Basalts,trachytic & andesitic,Quaternary,Quaternary,hand specimen & normal thin section,1489,whole rock,A,14400,"Briggs, R.M.",geochron methods,K-Ar,HRI,S16-146,"January 1, 1994",Decade,Briggs et al. 1994,,,1.32,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,1,174.97959589888873,-37.465053574964536,1.0,8065.0,24.500659942626953,6.021042356290156e-06,8.11066062509055e-05,4.584256372887865e-06,4.584256372887865e-06,4.293576785130426e-05,0.00015566568714105356,0.0,1.9846129504678404e-05
107299,other,JJS-2048,Arc,Surface,,,,,1989-01-01 00:00:00,Decade,"Stipp, J.J.",New Zealand,R15,2665700.00000075,6367000.0000385,-37.8883038170845,174.767738811704,,50.0,"Karioi, Marumaruaitu Stream",Yes,basalt,,Karioi Volcanic Formation,Karioi Volcanics,basaltic,Pliocene,Pliocene,,1715,whole rock,,16931,"Stipp, J.J.",geochron methods,K-Ar,ANU,,"January 1, 1989",Decade,Briggs et al. 1989,,average age only,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,1,174.76218378430386,-38.18502164563304,1.0,8065.0,107.56663323558482,8.244803098909202e-06,7.423361536677265e-05,3.943753633873043e-06,3.943753633873043e-06,0.0001706636212790175,0.0001406104195926929,0.0,1.7000816119955988e-05
105380,Auckland University (AU),42561,Whakaari,Surface,,,,,1992-01-01 00:00:00,Decade,"Black, P.M.",New Zealand,T14,2738200.00000121,6374300.0000398,-37.8063271481772,175.589250127073,,,Maungakawa,Yes,pyroxene basaltic andesite,,Kiwitahi Volcanic Group,Kiwitahi Volcanics,andesitic & basaltic,Pliocene,Miocene,hand specimen & normal thin section,1483,whole rock,,14340,"Black, P.M.",geochron methods,K-Ar,HRI,S20-149,"January 1, 1992",Decade,Black et al. 1992,,,5.76,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,1,175.58613080952782,-38.09783023383929,1.0,8065.0,122.19401204865493,8.936783411232116e-06,7.972611979677102e-05,3.7294711669934556e-06,3.7294711669934556e-06,0.00015460879530461904,0.00015095180380422113,0.0,2.0907090141642714e-05
105513,Otago University (OU),22483,Horomaka,Surface,,,,,26665,Decade,"Coombs, D.S. & McDougall, I.",New Zealand,J44,2330759.00000131,5490702.99995136,-45.7702990081722,170.697116445155,,,"Second Main, North Head",Yes,phonolite,,Dunedin Volcanic Group,Dunedin Volcanic Group,peralkaline & trachytic,Miocene,Miocene,hand specimen,1498,whole rock,,14497,"Coombs, D.S.",geochron methods,K-Ar,ANU,GA1464,"January 1, 1973",Decade,McDougall & Coombs 1973,,age pub as 11.75 Ma recalculated for PETLAB using S&J77 decay constants,12.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,1,171.15252543776623,-45.96222756722319,1.0,813.0,109.69253540039062,8.954369150160348e-06,6.182698920441161e-05,3.866585757350549e-06,3.866585757350549e-06,7.319186806853395e-06,4.647322192151084e-05,0.0,0.027122783083028658
107016,other,BFH-MP286,Horomaka,Surface,,,,,33604,Decade,"Houghton, B.F.",New Zealand,U12,2797400.00000175,6431200.00004864,-37.2764201248199,176.237732593718,,50.0,"lava A, Western shield Ar1, Mayor Island",Yes,peralkaline lava,,Oira Pyroclastite,Mayor Island volcanics,peralkaline,Quaternary,Quaternary,,1676,whole rock,,16494,"Houghton, B.F.",geochron methods,K-Ar,USGS,,"January 1, 1992",Decade,Houghton et al. 1992,,,0.0635,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,2,176.2332270152464,-37.84981929557747,2.0,8065.0,41.64791483026077,6.780539162052642e-06,2.7703266151661544e-05,4.319634715188482e-06,4.319634715188482e-06,6.744811980752274e-05,7.392227452477672e-05,0.0,3.3035444081200453e-06
106879,ANU (GA),2890,Horomaka,Surface,,,,,1969-01-01 00:00:00,Decade,"McDougall, I.",New Zealand,R11,2666987.00000111,6475822.000055,-36.9077095679959,174.75719046532,,50.0,Three Kings,Yes,basalt,,Auckland Basalts,Auckland Volcanic Field,basaltic,Quaternary,Quaternary,hand specimen,1662,whole rock,,16328;16329,"Stipp, J.J.;McDougall, I.",geochron methods;geochron methods,K-Ar;K-Ar,ANU;ANU,GA2890;GA2890,"January 1, 1968;January 1, 1969",Decade;Decade,Stipp 1968;McDougall et al. 1969,,,0.12,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,2,174.73381639585287,-37.500187447419336,2.0,8065.0,23.674510955810547,6.030015356373042e-06,7.960468367717847e-05,4.35793845099397e-06,4.35793845099397e-06,4.0621049265610054e-05,0.00015177692433237654,0.0,1.9289607637564564e-05
227269,other,TAN0713-05DR03 C1.1,Horomaka,Dredge,TAN0713-05DR03 C1.1,,,TAN0713-05DR03 C1.1,2007-01-01 00:00:00,Decade,"Dadd, K.A. & R/V Tangaroa",Offshore Regions,,,,-27.7019459637322,161.549927072455,GPS - Differential,2.0,"Max Volcano, Lord Howe Rise (unofficial volcano name)",Yes,Basalt,,,,basaltic,,,unknown,8366,whole rock,,103562;103550,"Dadd, K.A.;Dadd, K.A.",XRF;geochron methods,;other,ANU;Macquarie U,;,"January 1, 2011;January 1, 2011",Decade;Decade,;Dadd et al 2011,Dadd et al 2011,Dated as Late Miocene-Pliocene from seismic reflectors,7.1,4.5,48.42,2.09,13.6,,,5.11,3.89,0.13,5.54,9.52,2.86,0.54,1.01,,,,,6.58,99.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,161.20197181189016,-28.598452005253897,2.0,869.0,64.95922088623047,7.670294507988729e-06,9.143539549045009e-05,4.6448808461718735e-06,4.6448808461718735e-06,1.8287248167325743e-05,5.034136271212102e-05,0.0,5.177326203857488e-05
105512,Otago University (OU),22621,Horomaka,Surface,,,,,1973-01-01 00:00:00,Decade,"Coombs, D.S. & McDougall, I.",New Zealand,I44,2315618.00000142,5483122.99995167,-45.8345603635643,170.49965985627,,,"Third Main, Leith Valley",Yes,alkalic basalt,,Dunedin Volcanic Group,Dunedin Volcanic Group,basaltic,Miocene,Miocene,hand specimen,1498,whole rock,,14496,"Coombs, D.S.",geochron methods,K-Ar,ANU,GA1470,"January 1, 1973",Decade,McDougall & Coombs 1973,,age pub as 11 Ma recalculated for PETLAB using S&J77 decay constants,11.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,2,171.40852152321625,-46.21998433622148,2.0,813.0,107.76497650146484,8.919740139390342e-06,6.937308392060643e-05,3.867554823955288e-06,3.867554823955288e-06,7.805815585015807e-06,5.880556894566143e-05,0.0,0.001471972365596355
171554,Otago University (OU),55018,Horomaka,Surface,,,,55018,39448,Decade,"Adams, C.J. & Coombs, D.S.",New Zealand,I42,2327400.0000013,5557399.99995335,-45.169616849507,170.677735484542,"Map - 1:50,000 scale",50.0,The Obelisk,Yes,hawaiite,,Dunedin Volcanic Group,Dunedin Volcanic Group,trachytic & andesitic,Miocene,Miocene,hand specimen,5480,whole rock,,139555;139522;66856;66813,"Hoernle, K.;Hoernle, K.;Coombs, D.S.;Adams, C.J.",ICP-MS;XRF;XRF;geochron methods,;;;K-Ar,Kiel U;Kiel U;Otago U;INS,;;;,"January 1, 2006;January 1, 2006;January 1, 2008;January 1, 2008",Year;Year;Decade;Decade,Hoernle et al 2006;Hoernle et al 2006;;,Was 14.1+/-0.8Ma,,14.1,0.6,46.23,2.9,16.63,,13.46,,,0.2,6.44,6.93,3.87,1.3,0.6,,1.14,,0.09,0.05,98.61,,358,82,43.04,73,0.61,35,5.67,2.7,2.44,24,7.07,5.52,1.05,61,0.34,53,47,40,7,6.0,22,17,7.49,737.0,3.18,1.03,3,0.37,0,243.0,28.0,2.37,96.0,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,2,171.59498149256927,-45.555994402125926,2.0,813.0,107.76497650146484,8.919740139390342e-06,7.70990185180691e-05,3.867554823955288e-06,3.867554823955288e-06,7.658838512725195e-06,8.979509236336681e-05,0.0,5.024749709015544e-05
54946,GNS P (P),68211,,Dredge,TAN9912-DR4B,3650,3720,TAN9912-DR4B-3,1999-10-18 00:00:00,,R/V Tangaroa,Offshore Regions,,,,-27.4863,175.274,GPS - Differential,2.0,Julia Fracture Zone,Unknown,basalt clast in breccia,,,,basaltic,Quaternary,Miocene,hand specimen:Gracefield & normal thin section & mineral separate:GNS box 223 & powder,335,whole rock; plag,,3881,"Mortimer, N.",XRF,Ar-Ar,Spectrachem; UCSB,SA5753,"September 21, 2001",,,,,22.1,1.8,49.13,1.58,14.52,,10.85,,,0.23,8.82,10.1,2.48,0.1,0.16,,,,,1.89,99.86,bd,20,22,,200,,62,,,,18,,,,4,,6,,81,4,,4,41,,98.0,,,3,,3,287.0,33.0,,144.0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,2,175.02590326279548,-28.21638517556618,2.0,835.0,24.1317007967699,5.99703419758193e-06,8.967312841162571e-06,4.012828796141493e-06,4.012828796141493e-06,4.065424536539655e-05,4.19519026251759e-06,0.0,1.3696813015369204e-06
171548,Otago University (OU),52380,Horomaka,Surface,,,,52380,39448,Decade,"Adams, C.J. & Coombs, D.S.",New Zealand,I43,2327000.00000137,5503599.99995114,-45.6533814991116,170.653454084196,"Map - 1:50,000 scale",50.0,Puketaki Beach,Yes,sodalite phonolitoid,,Dunedin Volcanic Group,Dunedin Volcanic Group,trachytic,Miocene,Miocene,hand specimen,5480,whole rock,,66850;66807,"Coombs, D.S.;Adams, C.J.",XRF;geochron methods,;K-Ar,Otago U;INS,;,"January 1, 2008;January 1, 2008",Decade;Decade,;,,,11.9,0.3,55.69,0.61,18.54,,6.04,,,0.13,0.88,3.53,7.96,4.66,0.18,,,,,1.56,99.78,,564,171,,4,,110,,,,28,,,,104,,5,,144,22,58.0,141,,,704.0,,,28,,7,29.0,38.0,,12.0,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,3,172.02152740037945,-46.236629135541634,3.0,813.0,108.59606170654297,8.868523764249403e-06,7.449492297080712e-05,3.866975021082908e-06,3.866975021082908e-06,8.040427597072209e-06,8.29402962987468e-05,0.0,5.9930623540165e-05
249193,other,LSI4,Horomaka,Surface,,,,LSI4,36526,Decade,"Hoernle, K.",New Zealand,I43,2294500.00000158,5525099.99995157,-45.4511053001063,170.245866025728,,,"The Crater, near Middlemarch",Yes,Basanite dike with 3-5% fresh olivine and mantle xenoliths (1-2 cm).,,Waipiata Volcanics,,basanitic & hypabyssal: basic,Miocene,Miocene,unknown,10605,whole rock,,139584;139519,"Hoernle, K.;Hoernle, K.",TIMS;XRF,;,Kiel U;Kiel U,;,"January 1, 2006;January 1, 2006",Year;Year,Hoernle et al 2006;Hoernle et al 2006,,,24.8,0.6,45.51,2.38,14.85,,13.41,,,0.2,7.92,8.06,4.77,1.81,0.8,,0.84,,0.42,,100.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702988,5e-06,,0.51287,3e-06,,,,20.146,0.001,15.632,0.001,39.88,0.002,,,,,,,,,,,23.03,3,171.61296153352103,-46.031158524498615,3.0,813.0,108.59606170654298,8.868523764249403e-06,7.919883307151688e-05,3.866975021082908e-06,3.866975021082908e-06,8.009879820747301e-06,9.019474559990431e-05,0.0,0.000604065899150469
106065,INS R (R),10595,Horomaka,Surface,,,,,1990-01-01 00:00:00,Decade,"Reay, M.B.",New Zealand,O31,2545173.99999997,5884535.99998705,-42.2473148615451,173.426065314358,,50.0,"Seymour stream, top flow in mid-Cret. sed. seq.",Yes,Basalt,,Gridiron Formation,Gridiron Volcanics,trachytic & andesitic & basaltic,Cretaceous,Cretaceous,hand specimen,1569,whole rock,,15277,"Reay, M.B.",geochron methods,K-Ar,INS,R10595,"January 1, 1990",Decade,Nathan et al. 2000,,,94.83,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,3,174.87251396762807,-42.85175902999789,3.0,983.0,121.73482513427734,9.130200851359405e-06,7.986065810404044e-05,3.729763648152584e-06,3.729763648152584e-06,5.567724656430073e-06,0.00011568408187040801,0.0,0.00010849758987666492
105335,Auckland University (AU),44045,Horomaka,Surface,,,,,1993-01-01 00:00:00,Decade,"Smith, I.E.M.",New Zealand,P04,2592200.00000063,6681800.00005767,-35.0625307740937,173.891526983502,,,"Matauri Bay Road, boulder",Yes,tholeiite,,Kerikeri Volcanic Group,Northland Basalts,basaltic,Pliocene,Pliocene,hand specimen,1478,whole rock,,14292,"Smith, I.E.M.",geochron methods,K-Ar,HRI,AU44045,"January 1, 1993",Decade,Smith et al. 1993,,,4.48,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,4,173.76925979555395,-36.27315601119941,4.0,8065.0,28.44005012512207,6.346966489611693e-06,6.784525912541844e-05,4.646303963291512e-06,4.646303963291512e-06,4.106369669898413e-05,0.00012850271517801084,0.0,1.6555304792605942e-05
105423,Auckland University (AU),41617,Horomaka,Surface,,,,,1994-01-01 00:00:00,Decade,"Briggs, R.M.",New Zealand,R12,2673600.00000104,6431300.00004813,-37.307563874401,174.842012255329,,,Te Kohanga tuff ring,Yes,olivine-tholeiitic basalt,,Kerikeri Volcanic Group,Franklin Basalts,basaltic,Quaternary,Quaternary,hand specimen & normal thin section,1487,whole rock,A,14389,"Briggs, R.M.",geochron methods,K-Ar,HRI,S16-208,"January 1, 1994",Decade,Briggs et al. 1994,,,1.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,6,174.79516598985265,-39.206999108194616,6.0,8065.0,19.85511589050293,5.8313385125075e-06,6.571909055366576e-05,4.233475010551047e-06,4.233475010551047e-06,3.3088639611378305e-05,0.00011147245621510326,0.0,1.199399696616074e-05
105372,Auckland University (AU),43810,Horomaka,Surface,,,,,33970,Decade,"Smith, I.E.M.",New Zealand,Q06,2630500.00000112,6630700.00006868,-35.5182624795446,174.320213387662,,,"Opuawhanga Dome, Puhipuhi",Yes,dacite,,Kerikeri Volcanic Group,Northland Basalts,granitic & dioritic,Pliocene,Pliocene,hand specimen,1482,whole rock,,14329,"Smith, I.E.M.",geochron methods,K-Ar,HRI,AU43810,"January 1, 1993",Decade,Smith et al. 1993,,,4.08,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,6,174.15259249210587,-37.439564826303396,6.0,8065.0,23.035429000854492,5.968600362393772e-06,6.617009184367389e-05,4.358208570920397e-06,4.358208570920397e-06,3.959882087656297e-05,0.00012308854503294053,0.0,1.8139919212622638e-05
106032,INS R (R),10413,Arc,Surface,,,,,1994-01-01 00:00:00,Decade,"Adams, C.J.",New Zealand,T10,2767900.00000191,6503300.00005954,-36.636227161586,175.878995823669,,50.0,Stanley Island; outcrop on NW corner of offshore rocks,Yes,dolerite,,Mercury Basalts,Mercury Basalts,basaltic & hypabyssal: basic,Pliocene,Miocene,hand specimen,1566,whole rock,,15241,"Adams, C.J.",geochron methods,K-Ar,INS,R10413,"January 1, 1994",Decade,Adams et al. 1994,,,4.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,6,175.81617187643494,-38.49647926812566,6.0,8065.0,20.85509519493442,5.840511221322231e-06,8.523620113203229e-05,4.61051922684419e-06,4.61051922684419e-06,3.308863961137831e-05,0.00014256173794440982,0.0,2.4483331619871113e-05
106822,ANU (GA),2026,Horomaka,Surface,,,,,1968-01-01 00:00:00,Decade,"Stipp, J.J.",New Zealand,M36,2489468.00000011,5730217.99997103,-43.6368754332347,172.745286690355,,50.0,road cutting SW side of Purau Bay,Yes,basalt,,Diamond Harbour Volcanic Group,Diamond Harbour Group,basaltic,Miocene,Miocene,hand specimen,1657,whole rock,,16233,"Stipp, J.J.",geochron methods,K-Ar,ANU,GA2026,"January 1, 1968",Decade,Stipp & McDougall 1968,,,8.24,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,6,175.59178910600335,-44.8552172330761,6.0,813.0,119.11371612548828,9.13927306100959e-06,6.835453624120067e-05,3.7300515032256953e-06,3.7300515032256953e-06,8.591713412897661e-05,0.00010471944753107445,0.0,0.0001526410268047015
106811,ANU (GA),2015,Horomaka,Surface,,,,,1968-01-01 00:00:00,Decade,"Stipp, J.J.",New Zealand,N36,2502685.00000004,5712349.99996904,-43.7979210303305,172.908834095978,,50.0,quarry on Wainui Road,Yes,basalt,,Akaroa Volcanic Group,Akaroa Volcano,basaltic,Miocene,Miocene,hand specimen,1656,whole rock,,16220,"Stipp, J.J.",geochron methods,K-Ar,ANU,GA2015,"January 1, 1968",Decade,Stipp & McDougall 1968,,,8.63,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,6,175.75413281696234,-45.018622775154235,6.0,813.0,119.11371612548828,9.13927306100959e-06,6.730886508566985e-05,3.7300515032256953e-06,3.7300515032256953e-06,8.591713412897661e-05,0.00010314051249849697,0.0,0.00017433677831142543
