Sample_ID,Nd143_Nd144,gridage,gridcrust,gridsubcrust,gridlith,gridsublith,gridsed,gridsubsed,gridsubserp,gridslabtop,gridslabage,gridslabdip,gridslabthick,gridslabvel,gridslabsubage,vol
5,,121.65018463134766,8.882994734449312e-06,2.5664418444648614e-05,3.7294582853064635e-06,1.755522498569917e-05,0.0001293349050683901,7.191077111201594e-05,2.8399217277054893e-06,,,,,,39.0,
1,,25.64670753479004,6.071097686799477e-06,7.956816352816531e-05,4.3579038901953035e-06,4.7337818614323623e-05,4.293576785130426e-05,0.00015532509314652998,1.9571254385055568e-05,,84.04566955566406,30.05903434753418,106685.640625,0.0406794399023056,40.0,
1,,121.65018463134766,8.882994734449312e-06,2.5664418444648614e-05,3.7294582853064635e-06,1.755522498569917e-05,0.0001293349050683901,7.191077111201594e-05,2.8399217277054893e-06,,,,,,39.0,
1,,25.64670753479004,6.071097686799477e-06,7.956816352816531e-05,4.3579038901953035e-06,4.7337818614323623e-05,4.293576785130426e-05,0.00015532509314652998,1.9571254385055568e-05,,84.04566955566406,30.05903434753418,106685.640625,0.0406794399023056,40.0,
4,,122.20045471191406,8.985532076621894e-06,6.393159583240049e-05,3.729482841663412e-06,3.855805380226229e-05,0.00018100377928931263,0.00010565111051619168,1.93694197020103e-05,,,,,,39.707400603373365,
5,,28.516202926635746,6.260420377657282e-06,7.857015134504763e-05,4.43429189544986e-06,4.500443128563347e-05,4.704485399997793e-05,0.00014414359384318232,2.036218081998555e-05,,71.60630798339844,26.54739570617676,102631.5703125,0.02408634498715401,37.19342401584984,
2,,26.257671356201172,6.069536993891234e-06,,4.127014562982367e-06,,4.4617139792535454e-05,,,,,,,,26.414401633628785,
3,,25.64670753479004,6.071097686799477e-06,7.956816352816531e-05,4.3579038901953035e-06,4.7337818614323623e-05,4.293576785130426e-05,0.00015532509314652998,1.9571254385055568e-05,,84.04566955566406,30.05903434753418,106685.640625,0.0406794399023056,40.0,
5,,25.64670753479004,6.071097686799477e-06,7.956816352816531e-05,4.3579038901953035e-06,4.7337818614323623e-05,4.293576785130426e-05,0.00015532509314652998,1.9571254385055568e-05,,84.04566955566406,30.05903434753418,106685.640625,0.0406794399023056,40.0,
3,,25.64670753479004,6.071097686799477e-06,7.956816352816531e-05,4.3579038901953035e-06,4.7337818614323623e-05,4.293576785130426e-05,0.00015532509314652998,1.9571254385055568e-05,,84.04566955566406,30.05903434753418,106685.640625,0.0406794399023056,40.0,
5,,121.65018463134766,8.882994734449312e-06,2.5664418444648614e-05,3.7294582853064635e-06,1.755522498569917e-05,0.0001293349050683901,7.191077111201594e-05,2.8399217277054893e-06,,,,,,39.0,
4,,25.64670753479004,6.071097686799477e-06,7.956816352816531e-05,4.3579038901953035e-06,4.7337818614323623e-05,4.293576785130426e-05,0.00015532509314652998,1.9571254385055568e-05,,84.04566955566406,30.05903434753418,106685.640625,0.0406794399023056,40.0,
1,,25.64670753479004,6.071097686799477e-06,7.956816352816531e-05,4.3579038901953035e-06,4.7337818614323623e-05,4.293576785130426e-05,0.00015532509314652998,1.9571254385055568e-05,,84.04566955566406,30.05903434753418,106685.640625,0.0406794399023056,40.0,
1,,25.64670753479004,6.071097686799477e-06,7.956816352816531e-05,4.3579038901953035e-06,4.7337818614323623e-05,4.293576785130426e-05,0.00015532509314652998,1.9571254385055568e-05,,84.04566955566406,30.05903434753418,106685.640625,0.0406794399023056,40.0,
3,,25.64670753479004,6.071097686799477e-06,7.956816352816531e-05,4.3579038901953035e-06,4.7337818614323623e-05,4.293576785130426e-05,0.00015532509314652998,1.9571254385055568e-05,,84.04566955566406,30.05903434753418,106685.640625,0.0406794399023056,40.0,
5,,105.41190338134766,9.135560503636952e-06,6.924436638655607e-05,3.8838229556859005e-06,4.08188279834576e-05,5.503949978447054e-06,3.913833552360302e-05,0.0007180715805197128,,32.786720275878906,22.0197696685791,225093.375,0.0008747678948566318,26.28544056663503,
5,,25.64670753479004,6.071097686799477e-06,7.956816352816531e-05,4.3579038901953035e-06,4.7337818614323623e-05,4.293576785130426e-05,0.00015532509314652998,1.9571254385055568e-05,,84.04566955566406,30.05903434753418,106685.640625,0.0406794399023056,40.0,
2,,25.64670753479004,6.071097686799477e-06,7.96193498899811e-05,4.3579038901953035e-06,4.739380437968066e-05,4.293576785130426e-05,0.00015532509314652998,1.953891466800422e-05,,84.04566955566406,30.156404495239254,211130.859375,0.041164904832839966,40.0,
2,,28.516202926635746,6.260420377657282e-06,7.857015134504763e-05,4.43429189544986e-06,4.500443128563347e-05,4.704485399997793e-05,0.00014414359384318232,2.036218081998555e-05,,71.60630798339844,26.54739570617676,102631.5703125,0.02408634498715401,37.19342401584984,
1,,25.64670753479004,6.071097686799477e-06,7.956816352816531e-05,4.3579038901953035e-06,4.7337818614323623e-05,4.293576785130426e-05,0.00015532509314652998,1.9571254385055568e-05,,84.04566955566406,30.05903434753418,106685.640625,0.0406794399023056,40.0,
4,,121.65018463134766,8.882994734449312e-06,2.5664418444648614e-05,3.7294582853064635e-06,1.755522498569917e-05,0.0001293349050683901,7.191077111201594e-05,2.8399217277054893e-06,,,,,,39.0,
3,,25.64670753479004,6.071097686799477e-06,8.04054338914284e-05,4.3579038901953035e-06,4.718970603789785e-05,4.293576785130426e-05,0.00016029307516873814,1.9358272299527094e-05,,84.98664093017578,30.698699951171875,106922.625,0.04377146437764168,40.0,
1,,27.17650413513184,6.106165528763086e-06,1.8164827451982998e-05,4.1991575017164e-06,8.466526651318418e-06,4.5643602788914e-05,5.269175744615495e-06,3.360871263950149e-06,,,,,,25.34513200249025,
5,,25.64670753479004,6.071097686799477e-06,7.956816352816531e-05,4.3579038901953035e-06,4.7337818614323623e-05,4.293576785130426e-05,0.00015532509314652998,1.9571254385055568e-05,,84.04566955566406,30.05903434753418,106685.640625,0.0406794399023056,40.0,
2,,25.64670753479004,6.071097686799477e-06,8.04054338914284e-05,4.3579038901953035e-06,4.718970603789785e-05,4.293576785130426e-05,0.00016029307516873814,1.9358272299527094e-05,,84.98664093017578,30.698699951171875,106922.625,0.04377146437764168,40.0,
1,,25.64670753479004,6.071097686799477e-06,8.04054338914284e-05,4.3579038901953035e-06,4.718970603789785e-05,4.293576785130426e-05,0.00016029307516873814,1.9358272299527094e-05,,84.98664093017578,30.698699951171875,106922.625,0.04377146437764168,40.0,
1,0.512914,81.73611450195312,8.858476576278917e-06,2.392595069977688e-05,4.206857283861609e-06,1.5772035112604502e-05,4.250355686963303e-06,6.155988785394584e-06,2.730037597425909e-05,,28.127666473388672,23.72150421142578,67457.6796875,0.014362865127623081,58.99999999999999,3.0
5,,81.73611450195312,8.858476576278917e-06,2.392595069977688e-05,4.206857283861609e-06,1.5772035112604502e-05,4.250355686963303e-06,6.155988785394584e-06,2.730037597425909e-05,,28.127666473388672,23.72150421142578,67457.6796875,0.014362865127623081,58.99999999999999,
5,,25.64670753479004,6.071097686799477e-06,8.04054338914284e-05,4.3579038901953035e-06,4.718970603789785e-05,4.293576785130426e-05,0.00016029307516873814,1.9358272299527094e-05,,84.98664093017578,30.698699951171875,106922.625,0.04377146437764168,40.0,
3,,28.516202926635746,6.127519554866012e-06,6.367041942212381e-05,4.358120804681676e-06,3.628318290793686e-05,4.704485399997793e-05,0.00010919048918367479,1.7801678030162256e-05,,72.31745147705078,26.45921897888184,205194.953125,0.02356354147195816,38.71751748938696,
1,,24.12269401550293,6.071097686799477e-06,7.956816352816531e-05,4.3579038901953035e-06,4.7337818614323623e-05,4.293576785130426e-05,0.00015532509314652998,1.9571254385055568e-05,,84.04566955566406,30.05903434753418,106685.640625,0.0406794399023056,40.0,
2,,25.64670753479004,6.071097686799477e-06,8.04054338914284e-05,4.3579038901953035e-06,4.718970603789785e-05,4.293576785130426e-05,0.00016029307516873814,1.9358272299527094e-05,,84.98664093017578,30.698699951171875,106922.625,0.04377146437764168,40.0,
1,,121.65018463134766,8.882994734449312e-06,2.5664418444648614e-05,3.7294582853064635e-06,1.755522498569917e-05,0.0001293349050683901,7.191077111201594e-05,2.8399217277054893e-06,,,,,,39.0,
3,,25.64670753479004,6.071097686799477e-06,8.04054338914284e-05,4.3579038901953035e-06,4.718970603789785e-05,4.293576785130426e-05,0.00016029307516873814,1.9358272299527094e-05,,84.98664093017578,30.698699951171875,106922.625,0.04377146437764168,40.0,
1,,25.64670753479004,6.071097686799477e-06,8.04054338914284e-05,4.3579038901953035e-06,4.718970603789785e-05,4.293576785130426e-05,0.00016029307516873814,1.9358272299527094e-05,,84.98664093017578,30.698699951171875,106922.625,0.04377146437764168,40.0,
3,,105.41190338134766,9.135560503636952e-06,6.924436638655607e-05,3.8838229556859005e-06,4.08188279834576e-05,5.503949978447054e-06,3.913833552360302e-05,0.0007180715805197128,,32.786720275878906,22.0197696685791,225093.375,0.0008747678948566318,26.28544056663503,
3,,27.85815238952637,6.127519554866012e-06,7.798866818120587e-05,4.358120804681676e-06,4.4802535285271006e-05,4.293576785130426e-05,0.00014352999460243154,1.8424766718627388e-05,,77.34025573730469,30.57722473144531,104736.8046875,0.04406803101301193,38.71751748938696,
3,,25.64670753479004,6.071097686799477e-06,8.04054338914284e-05,4.3579038901953035e-06,4.718970603789785e-05,4.293576785130426e-05,0.00016029307516873814,1.9358272299527094e-05,,84.98664093017578,30.698699951171875,106922.625,0.04377146437764168,40.0,
1,,25.64670753479004,6.071097686799477e-06,8.04054338914284e-05,4.3579038901953035e-06,4.718970603789785e-05,4.293576785130426e-05,0.00016029307516873814,1.9358272299527094e-05,,84.98664093017578,30.698699951171875,106922.625,0.04377146437764168,40.0,
1,,105.41190338134766,9.135560503636952e-06,6.924436638655607e-05,3.8838229556859005e-06,4.08188279834576e-05,5.503949978447054e-06,3.913833552360302e-05,0.0007180715805197128,,32.786720275878906,22.0197696685791,225093.375,0.0008747678948566318,26.28544056663503,
4,,30.49250221252441,6.260420377657282e-06,6.999666857154807e-05,4.43429189544986e-06,4.061254367115907e-05,4.704485399997793e-05,0.0001343583799098269,1.7626179302365287e-05,,71.37989044189453,26.6295223236084,305856.21875,0.02453420683741569,41.46630407891244,
2,,27.85815238952637,6.127519554866012e-06,7.798866818120587e-05,4.358120804681676e-06,4.4802535285271006e-05,4.293576785130426e-05,0.00014352999460243154,1.8424766718627388e-05,,77.34025573730469,30.57722473144531,104736.8046875,0.04406803101301193,38.71751748938696,
1,,123.25382995605469,9.060250704351347e-06,9.231655485564261e-05,3.729517175088404e-06,5.599885616902611e-05,0.00018100377928931263,0.00013983770895720227,3.254075148395996e-05,,,,,,40.0,
4,,122.20045471191406,8.985532076621894e-06,4.851111270909314e-05,3.729482841663412e-06,3.0431829145527448e-05,0.00018100377928931263,9.710571293908289e-05,8.706744250904947e-06,,,,,,39.21253508321064,
4,,27.85815238952637,6.127519554866012e-06,7.154700642786338e-05,4.358120804681676e-06,4.029061028631986e-05,4.293576785130426e-05,0.00011934776648558909,1.8588623563863314e-05,,74.58719635009766,26.56546401977539,103782.890625,0.023911742493510246,39.70397520841318,
5,,27.85815238952637,6.071097686799477e-06,7.10345934749057e-05,4.3579038901953035e-06,3.961287211495801e-05,4.293576785130426e-05,0.00011994678607152307,1.8465636934893405e-05,,78.86750793457031,30.49635887145996,209961.40625,0.043454956263303764,38.71751748938696,
5,,27.85815238952637,6.071097686799477e-06,7.10345934749057e-05,4.3579038901953035e-06,3.961287211495801e-05,4.293576785130426e-05,0.00011994678607152307,1.8465636934893405e-05,,78.86750793457031,30.49635887145996,209961.40625,0.043454956263303764,38.71751748938696,
1,,27.85815238952637,6.127519554866012e-06,7.798866818120587e-05,4.358120804681676e-06,4.4802535285271006e-05,4.293576785130426e-05,0.00014352999460243154,1.8424766718627388e-05,,77.34025573730469,30.57722473144531,104736.8046875,0.04406803101301193,38.71751748938696,
1,0.512917,81.73611450195312,8.798271665000357e-06,1.5912535673123784e-05,4.204891865811078e-06,1.0635942999215333e-05,4.250355686963303e-06,4.347427307038743e-06,1.869871669126199e-05,,,,,,58.99999999999999,3.0
2,,27.85815238952637,6.127519554866012e-06,7.798866818120587e-05,4.358120804681676e-06,4.4802535285271006e-05,4.293576785130426e-05,0.00014352999460243154,1.8424766718627388e-05,,77.34025573730469,30.57722473144531,104736.8046875,0.04406803101301193,38.71751748938696,
1,,27.85815238952637,6.127519554866012e-06,7.798866818120587e-05,4.358120804681676e-06,4.4802535285271006e-05,4.293576785130426e-05,0.00014352999460243154,1.8424766718627388e-05,,77.34025573730469,30.57722473144531,104736.8046875,0.04406803101301193,38.71751748938696,
2,,27.85815238952637,6.127519554866012e-06,7.798866818120587e-05,4.358120804681676e-06,4.4802535285271006e-05,4.293576785130426e-05,0.00014352999460243154,1.8424766718627388e-05,,77.34025573730469,30.57722473144531,104736.8046875,0.04406803101301193,38.71751748938696,
3,,105.41190338134766,9.135560503636952e-06,6.924436638655607e-05,3.8838229556859005e-06,4.08188279834576e-05,5.503949978447054e-06,3.913833552360302e-05,0.0007180715805197128,,32.786720275878906,22.0197696685791,225093.375,0.0008747678948566318,26.28544056663503,
3,,28.516202926635746,6.260420377657282e-06,6.999666857154807e-05,4.43429189544986e-06,4.061254367115907e-05,4.704485399997793e-05,0.0001343583799098269,1.7626179302365287e-05,,71.37989044189453,26.6295223236084,305856.21875,0.02453420683741569,41.46630407891244,
3,,25.64670753479004,6.071097686799477e-06,8.04054338914284e-05,4.3579038901953035e-06,4.718970603789785e-05,4.293576785130426e-05,0.00016029307516873814,1.9358272299527094e-05,,84.98664093017578,30.698699951171875,106922.625,0.04377146437764168,40.0,
5,,25.64670753479004,6.071097686799477e-06,8.04054338914284e-05,4.3579038901953035e-06,4.718970603789785e-05,4.293576785130426e-05,0.00016029307516873814,1.9358272299527094e-05,,84.98664093017578,30.698699951171875,106922.625,0.04377146437764168,40.0,
1,,25.64670753479004,6.071097686799477e-06,8.04054338914284e-05,4.3579038901953035e-06,4.718970603789785e-05,4.293576785130426e-05,0.00016029307516873814,1.9358272299527094e-05,,84.98664093017578,30.698699951171875,106922.625,0.04377146437764168,40.0,
5,,27.85815238952637,6.127519554866012e-06,7.798866818120587e-05,4.358120804681676e-06,4.4802535285271006e-05,4.293576785130426e-05,0.00014352999460243154,1.8424766718627388e-05,,77.34025573730469,30.57722473144531,104736.8046875,0.04406803101301193,38.71751748938696,
1,,27.85815238952637,6.127519554866012e-06,7.798866818120587e-05,4.358120804681676e-06,4.4802535285271006e-05,4.293576785130426e-05,0.00014352999460243154,1.8424766718627388e-05,,77.34025573730469,30.57722473144531,104736.8046875,0.04406803101301193,38.71751748938696,
1,,27.85815238952637,6.127519554866012e-06,6.94151854077063e-05,4.358120804681676e-06,4.043572471346124e-05,4.704485399997793e-05,0.00013486637271853397,1.5644174618360436e-05,,73.06391906738281,26.641361236572266,205655.578125,0.024435408413410187,41.02380924725875,
2,,24.500659942626953,6.017342002451187e-06,7.88731299508072e-05,4.600989541359013e-06,4.752241238747956e-05,4.293576785130426e-05,0.00014580074912373678,1.985813911290308e-05,,85.2100830078125,30.584474563598636,106977.4609375,0.04318106546998024,40.0,
5,,27.85815238952637,6.127519554866012e-06,7.798866818120587e-05,4.358120804681676e-06,4.4802535285271006e-05,4.293576785130426e-05,0.00014352999460243154,1.8424766718627388e-05,,77.34025573730469,30.57722473144531,104736.8046875,0.04406803101301193,41.02380924725875,
5,,24.500659942626953,6.017342002451187e-06,7.506591282435693e-05,4.600989541359013e-06,4.7983124659367604e-05,4.3603420635918155e-05,0.00015936885438350146,1.844064295335769e-05,,86.23637390136719,30.44609642028809,107224.9375,0.042394950985908515,40.0,
3,,24.500659942626953,6.017342002451187e-06,8.480390397380688e-05,4.600989541359013e-06,5.175195519768749e-05,4.293576785130426e-05,0.00016631026755931091,1.9929927234296195e-05,,85.21598052978516,30.507768630981445,106978.890625,0.04279910027980805,40.0,
1,,24.12269401550293,6.071097686799477e-06,8.480419865009026e-05,4.3579038901953035e-06,5.187904162085033e-05,4.293576785130426e-05,0.00016803906510176603,1.9757868670276387e-05,,84.91511535644531,30.61950874328613,106904.984375,0.04338466376066208,41.34983311256332,
4,,24.12269401550293,6.017342002451187e-06,7.88731299508072e-05,4.600989541359013e-06,4.752241238747956e-05,4.293576785130426e-05,0.00014580074912373678,1.985813911290308e-05,,85.2100830078125,30.584474563598636,106977.4609375,0.04318106546998024,41.34983311256332,
1,,24.500659942626953,6.017342002451187e-06,7.88731299508072e-05,4.600989541359013e-06,4.752241238747956e-05,4.293576785130426e-05,0.00014580074912373678,1.985813911290308e-05,,85.2100830078125,30.584474563598636,106977.4609375,0.04318106546998024,41.34983311256332,
1,,24.500659942626953,6.017342002451187e-06,7.902648758317808e-05,4.600989541359013e-06,4.752075165015413e-05,4.293576785130426e-05,0.00014966879189159954,1.981510283196058e-05,,85.90072631835938,30.52194595336914,107144.8359375,0.04280319809913635,40.0,
4,,24.500659942626953,6.017342002451187e-06,8.480390397380688e-05,4.600989541359013e-06,5.175195519768749e-05,4.293576785130426e-05,0.00016631026755931091,1.9929927234296195e-05,,85.21598052978516,30.507768630981445,106978.890625,0.04279910027980805,40.0,
4,,24.500659942626953,6.017342002451187e-06,7.88731299508072e-05,4.600989541359013e-06,4.752241238747956e-05,4.293576785130426e-05,0.00014580074912373678,1.985813911290308e-05,,85.2100830078125,30.584474563598636,106977.4609375,0.04318106546998024,41.34983311256332,
1,,24.12269401550293,6.071097686799477e-06,8.480419865009026e-05,4.3579038901953035e-06,5.187904162085033e-05,4.293576785130426e-05,0.00016803906510176603,1.9757868670276387e-05,,84.91511535644531,30.61950874328613,106904.984375,0.04338466376066208,41.34983311256332,
4,,24.12269401550293,6.071097686799477e-06,8.480419865009026e-05,4.3579038901953035e-06,5.187904162085033e-05,4.293576785130426e-05,0.00016803906510176603,1.9757868670276387e-05,,84.91511535644531,30.61950874328613,106904.984375,0.04338466376066208,41.34983311256332,
3,,24.500659942626953,6.017342002451187e-06,7.902648758317808e-05,4.600989541359013e-06,4.752075165015413e-05,4.293576785130426e-05,0.00014966879189159954,1.981510283196058e-05,,85.90072631835938,30.52194595336914,107144.8359375,0.04280319809913635,40.0,
4,,24.500659942626953,6.017342002451187e-06,8.480390397380688e-05,4.600989541359013e-06,5.175195519768749e-05,4.293576785130426e-05,0.00016631026755931091,1.9929927234296195e-05,,85.21598052978516,30.507768630981445,106978.890625,0.04279910027980805,40.0,
2,,24.500659942626953,6.017342002451187e-06,7.88731299508072e-05,4.600989541359013e-06,4.752241238747956e-05,4.293576785130426e-05,0.00014580074912373678,1.985813911290308e-05,,85.2100830078125,30.584474563598636,106977.4609375,0.04318106546998024,41.42404821852249,
2,,24.500659942626953,6.017342002451187e-06,8.480390397380688e-05,4.600989541359013e-06,5.175195519768749e-05,4.293576785130426e-05,0.00016631026755931091,1.9929927234296195e-05,,85.21598052978516,30.507768630981445,106978.890625,0.04279910027980805,40.0,
5,,24.500659942626953,6.017342002451187e-06,7.902648758317808e-05,4.600989541359013e-06,4.752075165015413e-05,4.293576785130426e-05,0.00014966879189159954,1.981510283196058e-05,,85.90072631835938,30.52194595336914,107144.8359375,0.04280319809913635,40.0,
1,,26.30181121826172,6.071097686799477e-06,7.699949082962122e-05,4.3579038901953035e-06,4.423148948262679e-05,4.293576785130426e-05,0.00014108240884525006,1.8883017063842674e-05,,77.34025573730469,30.331926345825195,104736.8046875,0.04282226413488388,40.0,
4,,24.500659942626953,6.017342002451187e-06,7.88731299508072e-05,4.600989541359013e-06,4.752241238747956e-05,4.293576785130426e-05,0.00014580074912373678,1.985813911290308e-05,,85.2100830078125,30.584474563598636,106977.4609375,0.04318106546998024,41.42404821852249,
2,,26.30181121826172,6.071097686799477e-06,7.699949082962122e-05,4.3579038901953035e-06,4.423148948262679e-05,4.293576785130426e-05,0.00014108240884525006,1.8883017063842674e-05,,77.34025573730469,30.331926345825195,104736.8046875,0.04282226413488388,40.0,
4,,24.500659942626953,6.017342002451187e-06,8.480390397380688e-05,4.600989541359013e-06,5.175195519768749e-05,4.293576785130426e-05,0.00016631026755931091,1.9929927234296195e-05,,85.21598052978516,30.507768630981445,106978.890625,0.04279910027980805,40.0,
5,,27.85815238952637,6.127519554866012e-06,7.798866818120587e-05,4.358120804681676e-06,4.4802535285271006e-05,4.293576785130426e-05,0.00014352999460243154,1.8424766718627388e-05,,77.34025573730469,30.57722473144531,104736.8046875,0.04406803101301193,38.71751748938696,
3,0.5129,81.73611450195312,8.858476576278917e-06,2.3936490833875727e-05,4.206857283861609e-06,1.6272830180241723e-05,4.232234914525178e-06,6.5816665255624685e-06,2.8303243581934747e-05,,26.7695369720459,23.4255428314209,65809.0078125,0.012330507859587671,58.6969727915191,3.0
3,0.512903,81.73611450195312,8.858476576278917e-06,2.3936490833875727e-05,4.206857283861609e-06,1.6272830180241723e-05,4.232234914525178e-06,6.5816665255624685e-06,2.8303243581934747e-05,,26.7695369720459,23.4255428314209,65809.0078125,0.012330507859587671,58.6969727915191,3.0
2,,24.500659942626953,6.017342002451187e-06,8.480390397380688e-05,4.600989541359013e-06,5.175195519768749e-05,4.293576785130426e-05,0.00016631026755931091,1.9929927234296195e-05,,85.21598052978516,30.507768630981445,106978.890625,0.04279910027980805,40.0,
2,,24.500659942626953,6.017342002451187e-06,7.88731299508072e-05,4.600989541359013e-06,4.752241238747956e-05,4.293576785130426e-05,0.00014580074912373678,1.985813911290308e-05,,85.2100830078125,30.584474563598636,106977.4609375,0.04318106546998024,41.0,
2,,24.500659942626953,6.017342002451187e-06,8.480390397380688e-05,4.600989541359013e-06,5.175195519768749e-05,4.293576785130426e-05,0.00016631026755931091,1.9929927234296195e-05,,85.21598052978516,30.507768630981445,106978.890625,0.04279910027980805,40.0,
4,,24.500659942626953,6.017342002451187e-06,7.88731299508072e-05,4.600989541359013e-06,4.752241238747956e-05,4.293576785130426e-05,0.00014580074912373678,1.985813911290308e-05,,85.2100830078125,30.584474563598636,106977.4609375,0.04318106546998024,40.0,
4,0.512962,28.516202926635746,6.260420377657282e-06,6.999666857154807e-05,4.43429189544986e-06,4.061254367115907e-05,4.704485399997793e-05,0.0001343583799098269,1.7626179302365287e-05,,71.37989044189453,26.6295223236084,305856.21875,0.02453420683741569,41.46630407891244,3.0
1,,26.257671356201172,6.069536993891234e-06,,4.127014562982367e-06,,4.4617139792535454e-05,,,,,,,,26.414401633628785,
5,,26.257671356201172,6.069536993891234e-06,,4.127014562982367e-06,,4.4617139792535454e-05,,,,,,,,26.414401633628785,
4,,24.500659942626953,6.017342002451187e-06,8.480390397380688e-05,4.600989541359013e-06,5.175195519768749e-05,4.293576785130426e-05,0.00016631026755931091,1.9929927234296195e-05,,85.21598052978516,30.507768630981445,106978.890625,0.04279910027980805,40.0,
