Sample_ID,Collection,Coll_No,Plot_unit,Feature_Type,Feature_Name,Top_Depth,Bottom_Depth,Field_Number,Collection_Date,Date_Rounding,Collectors,Country_Name,NZMG_Sheet,NZMG_East,NZMG_North,Latitude,Longitude,Method,Accuracy,Site_Description,In_Situ,Rock_Description,Colour,Litho2014_strat_name,Informal_strat_unit,Rock_Types,Age_Min,Age_Max,Sample_Types,Lab_Sample_ID(s),Material(s),Part_Analysed,Analysis_ID(s),Investigator(s),Analysis_Method(s),Geochron_Method(s),Laboratory(s),Lab_Number(s),Analysis_Date(s),Analysis_Date_Rounding(s),Analysis_Publication(s),Analysis_Bib_Ref(s),Analysis_Comment(s),age_sample_result_Ma,age_sample_2sig_err_abs,SiO2,TiO2,Al2O3,FeOT,Fe2O3T,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,H2O_plus,H2O_minus,CO2,LOl,Majors_total,As,Ba,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Ga,Gd,Hf,Ho,La,Lu,Nb,Nd,Ni,Pb,Pr,Rb,Sc,Sm,Sr,Ta,Tb,Th,Tm,U,V,Y,Yb,Zn,Zr,He4_raw_nnc,He4_corr_nnc,He_R_Ra_raw,He_R_Ra_corr,He_R_Ra_cor_err,dO18,Rb87_Sr86,Sr87_Sr86,Sr87_Sr86_err_abs,Sm147_Nd144,Nd143_Nd144,Nd143_Nd144_err_abs,Lu176_Hf177,Hf176_Hf177,Hf176_Hf177_err_abs,Pb206_Pb204,Pb206_Pb204_err_abs,Pb207_Pb204,Pb207_Pb204_err_abs,Pb208_Pb204,Pb208_Pb204_err_abs,age_model_assumed_Ma,Sr87_86i_calc,Nd143_144i_calc,eNdi_calc,Hf176_177i_calc,eHfi_calc,Pb206_204i_calc,Pb207_204i_calc,Pb208_204i_calc,Petlab notes,Age_Num,Age,ReconLon,ReconLat,ReconAge,ReconPlateID,gridage,gridcrust,gridsubcrust,gridlith,gridsublith,gridsed,gridsubsed,gridserp,gridsubserp
118549,other,Norfolk-N-5,Horomaka,Surface,,,,N-5,1971-01-02 00:00:00,Decade,"Jones, J.G. & McDougall, I.",Norfolk Island,,,,-29.536121117641816,161.40754973126482,"Map - 1:50,000 scale",50.0,Inland Norfolk Island,Yes,Basalt,,,,basaltic,Pliocene,Pliocene,hand specimen,39252,whole rock,,44729,"Jones, J.G.",geochron methods,K-Ar,unknown,,1973-01-01 00:00:00,Decade,"Green 1973, Jones & McD 1973, Green 1978",,Recalc using new decay constants,2.64,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,2.64,160.92126268892224,-30.884181125608748,3.0,869.0,63.64179611206053,7.661532436031848e-06,8.44739439700355e-05,4.664861535275122e-06,4.664861535275122e-06,1.8778846424538642e-05,3.8933838601510575e-05,0.0,9.454829754923398e-05
106838,ANU (GA),2042,Horomaka,Surface,,,,,1967-01-01 00:00:00,Decade,"Stipp, J.J.",New Zealand,R15,2667277.00000077,6356544.00003701,-42.48887437627293,176.76987056717266,,50.0,"mouth of Waihi Stream on Tasman coast, Taranaki Point",Yes,olivine basalt,,Okete Volcanic Formation,Western Volcanic Zone,basaltic,Pliocene,Pliocene,hand specimen,1658,whole rock,,16250,"Stipp, J.J.",geochron methods,K-Ar,ANU,GA2042,"January 1, 1968",Decade,Stipp et al. 1967,,,2.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,2.665,178.24636747157166,-43.11672823038107,3.0,983.0,121.73017678393211,9.130200851359403e-06,6.890166187039346e-05,3.729763648152584e-06,3.729763648152584e-06,8.648914081277326e-05,0.00030730953619428696,0.0,2.8462126300909143e-05
105336,Auckland University (AU),44044,Horomaka,Surface,,,,,33970,Decade,"Smith, I.E.M.",New Zealand,O05,2568700.00000056,6648600.00006667,-49.03986721604218,157.60062782192696,,,"Horeke, Utakura Road, SE Hokianga district",Yes,transitional basalt,,Kerikeri Volcanic Group,Northland Basalts,basaltic,Pliocene,Pliocene,hand specimen,1478,whole rock,,14293,"Smith, I.E.M.",geochron methods,K-Ar,HRI,AU44044,"January 1, 1993",Decade,Smith et al. 1993,,,2.67,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,2.67,157.53999913345862,-50.44054342062756,3.0,801.0,39.87792249824744,7.368544416502399e-06,1.9318842653805718e-05,5.9560907415741e-06,5.9560907415741e-06,3.6510664358502254e-05,1.1762625422500591e-05,4.183965930714765e-06,0.0
118556,other,Norfolk-71-260,Horomaka,Surface,,,,71-260,1971-01-02 00:00:00,Decade,"Jones, J.G. & McDougall, I.",Norfolk Island,,,,-34.61915950365717,176.80613839411453,"Map - 1:50,000 scale",50.0,Philip Island,Yes,Basalt,,,,basaltic,Pliocene,Pliocene,hand specimen,39246,whole rock,,44721,"Jones, J.G.",geochron methods,K-Ar,unknown,,1973-01-01 00:00:00,Decade,"Green 1973, Jones & McD 1973, Green 1978",,Recalc using new decay constants,2.67,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,2.67,176.65924975689748,-35.681298367457835,3.0,835.0,24.356428959137826,5.998129822919547e-06,8.47820319904713e-06,4.514807299419894e-06,4.514807299419894e-06,3.848027128844426e-05,1.0590111606788849e-05,0.0,1.6288653820914346e-06
118557,other,Norfolk-71-244,Horomaka,Surface,,,,71-244,1971-01-02 00:00:00,Decade,"Jones, J.G. & McDougall, I.",Norfolk Island,,,,-48.58513252861344,157.7426618656951,"Map - 1:50,000 scale",50.0,Philip Island,Yes,Basalt,,,,basaltic,Pliocene,Pliocene,hand specimen,39247,whole rock,,44722,"Jones, J.G.",geochron methods,K-Ar,unknown,,1973-01-01 00:00:00,Decade,"Green 1973, Jones & McD 1973, Green 1978",,Recalc using new decay constants,2.68,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,2.68,157.67090866286404,-49.983910327761265,3.0,801.0,42.28308784163715,7.544910665911804e-06,2.346398170180907e-05,5.956894155983063e-06,5.956894155983063e-06,3.16170798274724e-05,1.59242360862447e-05,4.027437393779246e-06,0.0
107101,other,DJR-226a,Horomaka,Surface,,,,,32509,Decade,"Robertson, D.J.",New Zealand,R14,2678800.00000085,6374900.00003968,-49.9006520451043,165.26673089948935,,50.0,Okete Quarry,Yes,basanite,,Okete Volcanic Formation,Alexandra Volcanics,basanitic,Pliocene,Pliocene,,1686,whole rock,,16597,"Robertson, D.J.",geochron methods,K-Ar,INS,,"January 1, 1989",Decade,Briggs et al. 1989,,,2.69,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,2.69,166.49689767403362,-50.438815067101835,3.0,813.0,45.2502887277935,7.729601913040401e-06,1.94909291881341e-05,7.75493921556282e-06,7.75493921556282e-06,2.5798379283514805e-05,8.286892061520305e-06,5.1646063838437884e-06,9.182322779640338e-06
105340,Auckland University (AU),44040,Horomaka,Surface,,,,,1993-01-01 00:00:00,Decade,"Smith, I.E.M.",New Zealand,P05,2578000.00000063,6658500.00006478,-11.992188359396216,149.50902733207113,,,"Okaihau, Puketi Road, flow",Yes,alkai basalt,,Kerikeri Volcanic Group,Northland Basalts,basaltic,Pliocene,Pliocene,hand specimen,1479,whole rock,,14297,"Smith, I.E.M.",geochron methods,K-Ar,HRI,AU44040,"January 1, 1993",Decade,Smith et al. 1993,,,2.7,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,2.7,148.64066604042858,-13.494876327295984,3.0,836.0,55.98971678368497,7.709806519870944e-06,0.0001014542172352386,4.8445570006275515e-06,4.8445570006275515e-06,2.2808893951783898e-05,0.0001290669737316648,2.22214395557546e-07,3.1497971502198756e-05
107804,other,RMB-S10-51,Arc,Surface,,,,,1989-01-01 00:00:00,Decade,"Briggs, R.M.",New Zealand,S15,2707900.00000087,6344500.00003546,-17.10280234426552,168.90624974774718,,50.0,Kakepuku,Yes,high-Al basalt,,Te Kawa Volcanic Formation,Te Kawa Volcanics,basaltic,Pliocene,Pliocene,,1782,whole rock,,17616,"Briggs, R.M.",geochron methods,K-Ar,HRI,S10-51,"January 1, 1989",Decade,Briggs et al. 1989,,,2.7,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,2.7,171.2731169690031,-17.14021638540955,3.0,827.0,34.70402186623471,6.540574961729622e-06,2.301449783857115e-05,5.010027677656665e-06,5.010027677656665e-06,1.1446165444795042e-05,6.188242784453718e-05,2.380862699501843e-06,6.902336958160846e-06
118542,other,Norfolk-N-25,Horomaka,Surface,,,,N-25,1971-01-02 00:00:00,Decade,"Jones, J.G. & McDougall, I.",Norfolk Island,,,,-20.05339701018346,167.82718110045337,"Map - 1:50,000 scale",50.0,west of Cascade Bay,Yes,Basalt,,,,basaltic,Pliocene,Pliocene,hand specimen,39255,whole rock,,44734,"Jones, J.G.",geochron methods,K-Ar,unknown,,1973-01-01 00:00:00,Decade,"Green 1973, Jones & McD 1973, Green 1978",,Recalc using new decay constants,2.71,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,2.71,167.21461698435428,-21.295612387761338,3.0,855.0,32.13513510483956,6.744609235537215e-06,1.6160364325593604e-05,4.85725097705649e-06,4.85725097705649e-06,4.0611073994399815e-05,1.7498820404605017e-05,1.3604085792729276e-06,3.829675737995147e-06
118561,other,Norfolk-NF-98,Horomaka,Surface,,,,NF-98,1973-01-01 00:00:00,Decade,"Green, T.H.",Norfolk Island,,,,-23.31620491953444,163.3611143845823,"Map - 1:50,000 scale",50.0,South of Anson Point,Yes,Basalt,,,,basaltic,Pliocene,Pliocene,hand specimen,39236,whole rock,,44701,"Green, T.H.",XRF,K-Ar,Macquarie U,,1973-01-01 00:00:00,Decade,"Green 1973, Jones & McD 1973, Green 1978",,Recalc using new decay constants,2.71,0.03,49.81,1.78,15.56,,,2.15,7.36,0.15,7.38,8.93,3.53,0.57,0.3,,,,,0.91,98.43,,,,,,,,,,,20,,,,,,,,,,,6,,,417.0,,,,,,,22.0,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,2.71,162.7733133337402,-24.634260368199204,3.0,869.0,33.36343765258789,6.839921297796536e-06,4.15205527964955e-05,4.118603555980371e-06,4.118603555980371e-06,4.028764122849962e-05,3.294835736880723e-05,0.0,5.6922001556390536e-05
118544,other,Norfolk-71-252,Horomaka,Surface,,,,71-252,1971-01-02 00:00:00,Decade,"Jones, J.G. & McDougall, I.",Norfolk Island,,,,-21.714308588794122,179.53203483059752,"Map - 1:50,000 scale",50.0,Philip Island,Yes,Basalt,,,,basaltic,Pliocene,Pliocene,hand specimen,39248,whole rock,,44724,"Jones, J.G.",geochron methods,K-Ar,unknown,,1973-01-01 00:00:00,Decade,"Green 1973, Jones & McD 1973, Green 1978",,Recalc using new decay constants,2.74,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,2.74,179.04603261085006,-22.721376069077944,3.0,839.0,27.41110866741214,6.207321968223772e-06,2.2401086969201712e-05,5.183706265166814e-06,5.183706265166814e-06,4.289464216872828e-05,1.1240470578143112e-05,2.343238990163535e-06,4.5088140924672435e-06
118566,other,Norfolk-NF-91,Horomaka,Surface,,,,NF-91,1973-01-01 00:00:00,Decade,"Green, T.H.",Norfolk Island,,,,-17.68608365264179,174.4618055339124,"Map - 1:50,000 scale",50.0,stream mouth north coast of island,Yes,Basalt,,,,basaltic,Pliocene,Pliocene,hand specimen,39231,whole rock,,44696,"Green, T.H.",XRF,K-Ar,Macquarie U,,1973-01-01 00:00:00,Decade,"Green 1973, Jones & McD 1973, Green 1978",,,2.74,0.03,46.82,1.97,17.03,,,8.48,2.48,0.14,5.51,8.37,3.7,1.1,0.51,,,,,2.56,98.67,,326,33,,,,,,,1.95,21,,4,,22.8,0.36,,24,,,,14,21.4,5.64,746.0,,0.77,2.17,,,,25.0,1.82,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,2.74,176.1597816257422,-18.298859326707674,3.0,824.0,1.5894840445028164,2.5438868604737435e-06,2.9611074830786646e-05,3.944974070499239e-06,3.944974070499239e-06,2.1946239016779837e-06,5.774733471531499e-05,0.0,6.1094638361795145e-06
118560,other,Norfolk-NF-95,Horomaka,Surface,,,,NF-95,1973-01-01 00:00:00,Decade,"Green, T.H.",Norfolk Island,,,,-34.62200428273668,159.53775374546439,"Map - 1:50,000 scale",50.0,stream mouth north coast of island,Yes,Basalt,,,,basaltic,Pliocene,Pliocene,hand specimen,39235,whole rock,,44700,"Green, T.H.",XRF,K-Ar,Macquarie U,,1973-01-01 00:00:00,Decade,"Green 1973, Jones & McD 1973, Green 1978",,,2.79,0.03,48.25,1.85,16.41,,,4.66,4.68,0.15,7.71,8.87,3.69,0.91,0.47,,,,,1.01,98.66,,,,,,,,,,,20,,,,,,,,,,,12,,,675.0,,,,,,,27.0,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,2.79,159.131735402256,-35.997513869906385,3.0,833.0,83.29485031659149,8.484917795671928e-06,7.512218262621259e-05,6.6197118513571025e-06,6.6197118513571025e-06,7.704524250584655e-06,2.934192400633471e-05,4.9521465443397736e-06,9.061634319616493e-05
